district,block,cluster,n_students,pct_mean,pct_sd,pct_floor,pct_p90,gender_gap_pp
Raichur,B0126 sindhanur,C0540 gunda,438,55.39,25.66,20.0,90.0,-7.91
Raichur,B0126 sindhanur,C0702 hosahalli (ej),595,48.11,25.95,15.0,85.0,0.02
Raichur,B0126 sindhanur,C0777 jalihal,1410,40.2,27.51,5.0,80.0,1.38
Raichur,B0126 sindhanur,C0790 jawalagera,248,47.88,28.25,10.0,86.5,-2.11
Raichur,B0126 sindhanur,C0845 kalamangi,863,50.44,25.53,15.0,85.0,-3.27
Raichur,B0126 sindhanur,C0969 kolbala,521,48.45,27.52,10.0,85.0,2.9
Raichur,B0126 sindhanur,C1336 pagadadinni,292,48.01,26.65,10.0,85.0,-3.03
Raichur,B0126 sindhanur,C1374 ragalparvi,806,39.89,26.46,5.0,80.0,-3.16
Raichur,B0126 sindhanur,C1391 ramathnal,346,48.11,26.66,10.0,85.0,-0.04
Raichur,B0126 sindhanur,C1408 rh no-1,339,57.15,27.16,20.0,90.0,-5.53
Raichur,B0126 sindhanur,C1412 roudakunda,1433,46.36,28.22,10.0,85.0,1.35
Raichur,B0126 sindhanur,C1497 shri venkteswara camp,486,44.5,23.86,10.0,75.0,0.01
Raichur,B0126 sindhanur,C1599 thidigol,398,53.24,27.63,15.0,90.0,3.74
Ramanagara,B0077 kanakapura,C0323 chikka muduvadi,546,62.32,25.37,25.0,90.0,4.87
Ramanagara,B0077 kanakapura,C0415 dodda allahalli,355,46.75,26.69,12.0,85.0,8.14
Ramanagara,B0077 kanakapura,C0640 hegganuru,310,39.24,28.74,5.0,85.0,14.56
Ramanagara,B0077 kanakapura,C0816 kabbal,282,69.88,22.17,40.0,95.0,0.32
Ramanagara,B0077 kanakapura,C0834 kaggalahalli,375,53.29,26.91,15.0,85.0,10.97
Ramanagara,B0077 kanakapura,C0853 kallahalli,299,63.38,24.72,25.0,90.0,7.05
Ramanagara,B0077 kanakapura,C0950 kodihalli,468,49.52,24.63,15.0,85.0,3.77
Ramanagara,B0077 kanakapura,C1000 kottagalu,397,58.12,27.94,15.0,90.0,5.43
Ramanagara,B0077 kanakapura,C1143 maralebekuppe,207,60.31,24.13,28.0,90.0,7.74
Ramanagara,B0077 kanakapura,C1459 sathanuru,299,54.35,25.02,15.0,85.0,-0.54
Ramanagara,B0077 kanakapura,C1720 yalachavadi,173,48.47,29.42,10.0,90.0,8.93
Ramanagara,B0077 kanakapura,C1789 anedoddi,463,51.6,25.61,15.0,85.0,5.43
Ramanagara,B0077 kanakapura,C1817 attihalli,293,53.24,26.18,15.0,85.0,5.89
Ramanagara,B0077 kanakapura,C1848 banavasi,123,49.59,24.19,15.0,84.0,-5.01
Ramanagara,B0077 kanakapura,C1854 bannimukodlu,55,46.0,26.06,15.0,75.0,-7.1
Ramanagara,B0077 kanakapura,C1922 chakanahalli,196,56.58,25.46,22.5,90.0,-0.67
Ramanagara,B0077 kanakapura,C1934 cheeluru,359,58.97,26.63,20.0,90.0,4.58
Ramanagara,B0077 kanakapura,C1997 dodda maralavadi,528,68.26,23.61,35.0,95.0,4.63
Ramanagara,B0077 kanakapura,C1998 dodda muduvadi,191,88.43,11.21,75.0,100.0,1.55
Ramanagara,B0077 kanakapura,C2014 dyvasandra,252,47.28,27.92,5.0,85.0,7.43
Ramanagara,B0077 kanakapura,C2075 halasuru,144,49.17,24.66,15.0,80.0,14.92
Ramanagara,B0077 kanakapura,C2106 harohalli,431,62.58,28.88,20.0,95.0,2.63
Ramanagara,B0077 kanakapura,C2115 herindyapanahalli,199,47.56,25.57,10.0,81.0,12.39
Ramanagara,B0077 kanakapura,C2154 hosadurga,172,52.99,27.76,15.0,90.0,0.1
Ramanagara,B0077 kanakapura,C2164 hukunda,251,55.44,24.86,20.0,90.0,-4.5
Ramanagara,B0077 kanakapura,C2175 hunasanahalli,233,74.76,12.28,60.0,90.0,-1.75
Ramanagara,B0077 kanakapura,C2184 i gollahalli,248,65.65,18.42,45.0,90.0,1.07
Ramanagara,B0077 kanakapura,C2306 kolagondanahalli,286,36.05,30.09,0.0,85.0,-0.95
Ramanagara,B0077 kanakapura,C2493 narayanapura,90,66.22,19.14,40.0,90.0,0.6
Ramanagara,B0077 kanakapura,C2616 shivanahalli,193,65.52,24.01,35.0,95.0,3.68
Ramanagara,B0077 kanakapura,C2635 somedypanahalli,150,68.1,24.06,30.0,95.0,6.02
Ramanagara,B0112 ramanagara,C0161 bannikuppe(b),282,81.6,19.72,55.0,100.0,3.39
Ramanagara,B0112 ramanagara,C0249 bilagumba,359,86.18,14.62,65.0,100.0,-1.19
Ramanagara,B0112 ramanagara,C0279 byramangala,176,80.45,19.87,52.5,100.0,3.74
Ramanagara,B0112 ramanagara,C0615 harisandra,325,76.97,21.42,45.0,100.0,-2.19
Ramanagara,B0112 ramanagara,C0774 jalamangala,304,55.86,26.99,15.0,95.0,6.0
Ramanagara,B0112 ramanagara,C0835 kailancha,353,67.48,28.9,20.0,100.0,6.79
Ramanagara,B0112 ramanagara,C1054 lakshmipura,144,77.15,16.09,60.0,95.0,3.24
Ramanagara,B0112 ramanagara,C1172 mayaganahalli,335,76.0,19.72,45.0,100.0,5.26
Ramanagara,B0112 ramanagara,C1479 shanuboganahalli,274,68.52,25.43,35.0,95.0,4.24
Ramanagara,B0112 ramanagara,C1537 sugganahalli,30,91.33,10.82,79.0,100.0,0.0
Ramanagara,B0112 ramanagara,C1696 vibhutikere,319,79.87,18.9,50.0,100.0,3.82
Ramanagara,B0112 ramanagara,C1797 annahalli,241,80.73,16.94,55.0,100.0,3.62
Ramanagara,B0112 ramanagara,C1821 avverahalli,200,61.9,28.97,19.5,95.0,2.34
Ramanagara,B0112 ramanagara,C2167 hulikal,152,77.43,26.19,35.0,100.0,-0.72
Ramanagara,B0112 ramanagara,C2175 hunasanahalli,309,80.16,15.62,64.0,100.0,1.94
Ramanagara,B0112 ramanagara,C2252 kanchugaranahalli,164,90.15,13.7,70.0,100.0,-1.53
Ramanagara,B0112 ramanagara,C2315 kootagal,153,80.46,20.05,46.0,100.0,-1.42
Ramanagara,B0112 ramanagara,C2402 manchanayakanahalli,340,79.91,21.85,50.0,100.0,3.55
Ramanagara,B0146 channapatna,C1757 abburudoddi,578,50.56,28.44,10.0,90.0,10.35
Ramanagara,B0146 channapatna,C1776 akkuru,764,52.53,26.77,15.0,90.0,5.37
Ramanagara,B0146 channapatna,C1883 bevooru,211,57.7,26.31,20.0,90.0,1.29
Ramanagara,B0146 channapatna,C1923 chakkere,526,50.36,26.65,15.0,85.0,8.92
Ramanagara,B0146 channapatna,C1932 channapatna kannada town2,594,47.44,26.23,15.0,85.0,5.08
Ramanagara,B0146 channapatna,C1972 dashavara,144,68.47,22.24,35.0,95.0,0.79
Ramanagara,B0146 channapatna,C2100 harakoppa,674,43.52,28.42,6.5,85.0,9.09
Ramanagara,B0146 channapatna,C2146 honganuru,775,49.92,28.11,10.0,85.0,6.55
Ramanagara,B0146 channapatna,C2303 kodamballi,414,49.54,28.77,10.0,90.0,4.89
Ramanagara,B0146 channapatna,C2408 mankunda,474,65.68,26.65,26.5,95.0,2.86
Ramanagara,B0146 channapatna,C2462 mylanayakanahosahalli,249,58.13,24.27,25.0,90.0,5.28
Ramanagara,B0146 channapatna,C2601 shettihalli,160,66.09,24.29,29.5,90.0,1.76
Ramanagara,B0146 channapatna,C2627 singarajipura,111,51.35,30.73,10.0,90.0,18.13
Ramanagara,B0146 channapatna,C2676 thagachagere,168,57.41,23.25,23.5,86.5,4.85
Ramanagara,B0146 channapatna,C2750 y.t. halli,208,47.84,26.67,10.0,85.0,6.82
Ramanagara,B0157 magadi,C0190 belagumba,401,46.85,27.59,5.0,85.0,4.79
Ramanagara,B0157 magadi,C1764 agalkote,281,48.7,26.08,10.0,80.0,9.57
Ramanagara,B0157 magadi,C1771 ajjanahalli,203,47.39,25.24,15.0,80.0,8.45
Ramanagara,B0157 magadi,C1828 bachenahatti,236,64.96,22.99,30.0,90.0,3.45
Ramanagara,B0157 magadi,C1847 banavadi,113,64.29,25.69,26.0,95.0,3.21
Ramanagara,B0157 magadi,C1900 biskuru,182,77.31,18.04,50.5,95.0,1.8
Ramanagara,B0157 magadi,C1901 bittasandra,131,51.79,30.65,10.0,95.0,11.72
Ramanagara,B0157 magadi,C1924 chakrabavi,269,51.99,25.08,15.0,85.0,7.07
Ramanagara,B0157 magadi,C1936 chikenudigera,245,60.47,24.67,25.0,90.0,5.99
Ramanagara,B0157 magadi,C1941 chikkahalli,238,46.7,26.02,15.0,81.5,-5.62
Ramanagara,B0157 magadi,C2047 guddemaranahalli,367,61.93,25.6,25.0,95.0,-1.59
Ramanagara,B0157 magadi,C2158 hosapalya,100,62.45,24.47,29.5,90.0,2.01
Ramanagara,B0157 magadi,C2167 hulikal,219,61.19,29.51,19.0,96.0,2.82
Ramanagara,B0157 magadi,C2172 hullenahalli,110,42.64,29.86,0.0,80.0,7.08
Ramanagara,B0157 magadi,C2243 kalya,152,76.58,12.21,60.0,90.0,3.85
Ramanagara,B0157 magadi,C2331 kuddur,85,57.29,29.09,12.0,95.0,8.05
Ramanagara,B0157 magadi,C2334 kuduru,347,55.4,25.73,20.0,90.0,8.12
Ramanagara,B0157 magadi,C2369 madabal,194,57.89,23.29,30.0,85.0,4.63
Ramanagara,B0157 magadi,C2381 madigundanahalli,139,63.88,26.89,25.0,95.0,2.09
Ramanagara,B0157 magadi,C2383 magadi town,286,50.38,23.99,17.5,80.0,1.46
Ramanagara,B0157 magadi,C2438 motaganahalli,302,51.94,28.75,10.0,95.0,-1.48
Ramanagara,B0157 magadi,C2490 narasandra,177,52.8,27.33,15.0,87.0,5.54
Ramanagara,B0157 magadi,C2512 nethanahalli,150,68.73,20.28,40.0,95.0,-1.77
Ramanagara,B0157 magadi,C2582 sankighatta,302,58.2,26.76,20.0,95.0,-1.01
Ramanagara,B0157 magadi,C2632 soluru,222,49.55,26.39,15.0,85.0,7.04
Ramanagara,B0157 magadi,C2640 sri giripura,171,62.08,27.9,20.0,95.0,7.54
Ramanagara,B0157 magadi,C2737 v.g.doddi,246,57.05,25.77,20.0,90.0,2.53
Tumakuru,B0031 chiknayakanhalli,C0167 baragur,376,67.21,22.12,35.0,92.5,0.92
Tumakuru,B0031 chiknayakanhalli,C0169 baraknaalu,422,61.64,23.96,25.5,90.0,9.81
Tumakuru,B0031 chiknayakanhalli,C0189 belaguli,390,68.54,24.45,35.0,95.0,7.4
Tumakuru,B0031 chiknayakanhalli,C0327 chikkabidare,350,56.57,25.53,15.0,85.0,1.41
Tumakuru,B0031 chiknayakanhalli,C0435 doddennegere,651,59.11,27.21,15.0,90.0,4.67
Tumakuru,B0031 chiknayakanhalli,C0480 ganadaalu,650,62.07,23.52,30.0,90.0,4.04
Tumakuru,B0031 chiknayakanhalli,C0506 godekere,413,61.22,27.77,20.0,95.0,1.97
Tumakuru,B0031 chiknayakanhalli,C0594 handanakere,437,61.11,23.81,25.0,90.0,6.93
Tumakuru,B0031 chiknayakanhalli,C0721 huliyaaru,256,61.5,22.38,30.0,87.5,-0.53
Tumakuru,B0031 chiknayakanhalli,C0760 j c pura,451,63.66,25.2,30.0,95.0,3.83
Tumakuru,B0031 chiknayakanhalli,C0887 kandhikere,682,64.24,24.62,30.0,95.0,1.56
Tumakuru,B0031 chiknayakanhalli,C1036 kuppuru,387,67.38,22.79,35.0,95.0,3.92
Tumakuru,B0031 chiknayakanhalli,C1067 m mantapa,185,82.16,19.34,60.0,100.0,7.89
Tumakuru,B0031 chiknayakanhalli,C1105 maligehalli,124,75.08,17.76,55.0,90.0,4.9
Tumakuru,B0031 chiknayakanhalli,C1115 malligere,317,74.45,21.19,45.0,100.0,3.34
Tumakuru,B0031 chiknayakanhalli,C1163 mathighatta,381,78.82,19.04,50.0,100.0,1.19
Tumakuru,B0031 chiknayakanhalli,C1471 seege bagi gate,130,59.46,23.44,25.0,90.0,4.21
Tumakuru,B0031 chiknayakanhalli,C1484 shettykere,255,63.59,25.35,25.0,90.0,3.96
Tumakuru,B0031 chiknayakanhalli,C1601 thimmanahalli,331,55.21,26.98,15.0,90.0,1.39
Tumakuru,B0031 chiknayakanhalli,C1722 yalanaadu,439,55.93,26.41,15.0,90.0,-0.31
Tumakuru,B0031 chiknayakanhalli,C1973 dasudi,489,57.53,24.3,25.0,90.0,3.49
Tumakuru,B0031 chiknayakanhalli,C2161 hoysala katte,396,57.55,25.31,20.0,90.0,-4.47
Tumakuru,B0031 chiknayakanhalli,C2684 thirthapura,272,56.08,25.84,25.0,90.0,0.99
Tumakuru,B0046 gubbi,C0009 adagur,756,57.34,34.11,10.0,100.0,0.88
Tumakuru,B0046 gubbi,C0035 alilughatta,485,82.03,18.95,55.0,100.0,5.13
Tumakuru,B0046 gubbi,C0052 ammana ghatta,315,77.35,21.66,47.0,100.0,-2.0
Tumakuru,B0046 gubbi,C0196 belavatha,419,78.99,20.11,45.0,100.0,1.0
Tumakuru,B0046 gubbi,C0243 bidare,559,80.58,20.22,55.0,100.0,1.5
Tumakuru,B0046 gubbi,C0284 c s pura,429,65.93,26.89,25.0,100.0,3.37
Tumakuru,B0046 gubbi,C0311 chelur,659,73.07,24.42,35.0,100.0,-0.95
Tumakuru,B0046 gubbi,C0427 doddaguni,326,80.81,18.38,50.0,100.0,4.52
Tumakuru,B0046 gubbi,C0525 gubbi hosahalli,735,76.75,20.61,50.0,100.0,4.46
Tumakuru,B0046 gubbi,C0560 hagalavadi,475,78.88,19.57,50.0,100.0,2.88
Tumakuru,B0046 gubbi,C0646 hindiskere,152,87.53,14.99,60.5,100.0,2.24
Tumakuru,B0046 gubbi,C0704 hosakere,613,64.66,28.09,20.0,95.0,5.66
Tumakuru,B0046 gubbi,C0709 hpbs gubbi,91,85.66,10.52,70.0,95.0,3.17
Tumakuru,B0046 gubbi,C0740 idagur,376,85.17,14.55,65.0,100.0,0.65
Tumakuru,B0046 gubbi,C0752 irakasandra,197,78.15,27.71,33.0,100.0,2.75
Tumakuru,B0046 gubbi,C0819 kadaba,577,55.52,27.28,15.0,90.0,-1.04
Tumakuru,B0046 gubbi,C0857 kallur,412,78.35,20.08,50.0,100.0,1.55
Tumakuru,B0046 gubbi,C0983 kondli,320,64.09,27.91,20.0,95.0,-1.25
Tumakuru,B0046 gubbi,C0987 koppa,203,69.53,23.0,26.0,95.0,1.77
Tumakuru,B0046 gubbi,C1066 m h patna,395,79.15,19.78,52.0,100.0,2.39
Tumakuru,B0046 gubbi,C1121 manchaladore,525,64.7,27.46,20.0,95.0,7.47
Tumakuru,B0046 gubbi,C1139 mara shettyhalli,261,70.48,23.31,40.0,95.0,0.58
Tumakuru,B0046 gubbi,C1153 maruthi nagara,364,83.38,17.59,60.0,100.0,1.98
Tumakuru,B0046 gubbi,C1170 mavinahalli,413,69.84,29.1,15.0,100.0,2.63
Tumakuru,B0046 gubbi,C1319 nittur,385,64.3,24.37,30.0,90.0,4.87
Tumakuru,B0046 gubbi,C1357 peddanahalli,176,69.94,22.58,35.0,92.5,2.9
Tumakuru,B0046 gubbi,C1416 s kodagihalli,70,75.21,20.65,45.0,95.0,8.42
Tumakuru,B0046 gubbi,C1461 sathenahalli,280,73.43,25.66,30.0,100.0,-3.71
Tumakuru,B0046 gubbi,C1589 thale koppa,338,75.19,22.39,40.0,95.0,1.5
Tumakuru,B0046 gubbi,C1613 thyagatur,245,60.78,24.7,25.0,90.0,-1.02
Tumakuru,B0046 gubbi,C1916 c kunnala,54,71.02,22.43,35.0,95.0,8.64
Tumakuru,B0046 gubbi,C2121 hindiskere,116,87.24,13.61,67.5,100.0,5.0
Tumakuru,B0082 koratagere,C0029 akkirampura,426,60.41,24.17,25.0,90.0,4.59
Tumakuru,B0082 koratagere,C0106 b d pura,331,54.62,25.13,20.0,90.0,4.96
Tumakuru,B0082 koratagere,C0273 bukkapatna,770,71.19,22.49,40.0,95.0,2.89
Tumakuru,B0082 koratagere,C0352 chinnahalli,579,63.82,28.09,20.0,95.0,5.34
Tumakuru,B0082 koratagere,C0681 holavanahalli,373,59.56,25.92,25.0,95.0,-2.66
Tumakuru,B0082 koratagere,C0719 hulikunte,195,54.51,27.23,15.0,90.0,10.25
Tumakuru,B0082 koratagere,C0967 kolala,340,60.65,26.82,20.0,95.0,4.61
Tumakuru,B0082 koratagere,C1168 mavathur,264,65.27,23.22,35.0,90.0,6.21
Tumakuru,B0082 koratagere,C1353 pathaganahalli,149,63.29,23.72,30.0,90.0,-0.7
Tumakuru,B0082 koratagere,C1596 theetha,184,51.01,24.68,16.5,85.0,-1.56
Tumakuru,B0082 koratagere,C1683 vaddagere,238,48.63,26.67,13.5,85.0,8.46
Tumakuru,B0082 koratagere,C1743 yelerampura,353,61.77,24.37,25.0,90.0,2.81
Tumakuru,B0082 koratagere,C1904 boodagavi,515,54.35,25.82,20.0,90.0,5.8
Tumakuru,B0082 koratagere,C1915 byrenahalli,320,40.44,25.32,5.0,75.0,0.48
Tumakuru,B0082 koratagere,C2185 i k colony,284,61.07,24.87,25.0,95.0,7.81
Tumakuru,B0082 koratagere,C2320 koratagere pattana,190,53.68,26.0,19.5,90.0,10.69
Tumakuru,B0082 koratagere,C2341 kuramkote,155,58.65,25.09,22.0,90.0,4.04
Tumakuru,B0082 koratagere,C2688 thovinakere,109,49.77,24.31,15.0,85.0,3.19
Tumakuru,B0087 kunigal,C0055 amruthur,512,58.18,25.27,20.5,90.0,4.07
Tumakuru,B0087 kunigal,C0185 begur,291,58.68,24.27,25.0,90.0,3.94
Tumakuru,B0087 kunigal,C0221 bhaktharahally,458,60.37,26.1,20.0,90.0,2.83
Tumakuru,B0087 kunigal,C0240 bidanagere,235,67.47,24.86,30.0,95.0,5.27
Tumakuru,B0087 kunigal,C0365 chowdanakuppe,376,51.42,28.25,12.5,87.5,6.75
Tumakuru,B0087 kunigal,C0369 d hosahalli,372,60.26,25.18,20.0,90.0,5.1
Tumakuru,B0087 kunigal,C0439 dombarahatty,374,57.03,28.35,15.0,95.0,9.07
Tumakuru,B0087 kunigal,C0503 girigowdana palya,414,62.61,26.06,25.0,95.0,7.77
Tumakuru,B0087 kunigal,C0593 hanchipura,277,60.4,27.06,20.0,90.0,4.88
Tumakuru,B0087 kunigal,C0645 herur,292,56.47,28.98,10.0,90.0,5.92
Tumakuru,B0087 kunigal,C0722 huliyurdurga,262,61.62,26.81,20.0,95.0,6.91
Tumakuru,B0087 kunigal,C0737 huthridurga,225,74.67,18.75,45.0,95.0,1.57
Tumakuru,B0087 kunigal,C0782 janagere,165,72.03,21.43,40.0,95.0,-0.91
Tumakuru,B0087 kunigal,C0797 jinnagara,224,61.7,28.64,16.5,95.0,-7.27
Tumakuru,B0087 kunigal,C0798 jodi hosahalli,193,61.5,23.99,25.0,90.0,0.09
Tumakuru,B0087 kunigal,C0803 k h halli,155,60.94,24.21,27.0,90.0,2.3
Tumakuru,B0087 kunigal,C0923 kempanahalli,250,70.16,24.54,30.0,95.0,4.28
Tumakuru,B0087 kunigal,C0987 koppa,234,65.98,24.54,35.0,95.0,8.07
Tumakuru,B0087 kunigal,C1001 kottagere,142,69.19,18.53,45.0,90.0,-2.36
Tumakuru,B0087 kunigal,C1150 markonahalli,238,54.89,25.51,23.5,90.0,3.93
Tumakuru,B0087 kunigal,C1248 nademavinapura,127,54.25,26.04,15.0,85.0,1.96
Tumakuru,B0087 kunigal,C1259 nagasandra,302,58.2,26.17,20.0,90.0,10.89
Tumakuru,B0087 kunigal,C1309 nidasale,216,58.36,24.57,25.0,85.0,5.18
Tumakuru,B0087 kunigal,C1577 tavarekere,94,79.79,16.15,56.5,95.0,7.9
Tumakuru,B0087 kunigal,C1593 tharedakuppe,74,63.92,24.58,25.0,95.0,-0.93
Tumakuru,B0087 kunigal,C1638 ujjani,235,65.74,23.2,35.0,95.0,2.27
Tumakuru,B0087 kunigal,C1652 urdu 2 (rural),70,90.64,10.46,85.0,100.0,-1.98
Tumakuru,B0087 kunigal,C1736 yediyur,269,59.16,24.41,25.0,90.0,7.75
Tumakuru,B0091 madhugiri,C0246 bijavara,605,55.67,26.21,20.0,90.0,5.25
Tumakuru,B0091 madhugiri,C0353 chinnenahally,289,60.31,23.89,30.0,90.0,3.49
Tumakuru,B0091 madhugiri,C0436 dodderi,567,49.42,26.46,15.0,85.0,9.03
Tumakuru,B0091 madhugiri,C0704 hosakere,580,42.97,29.05,5.0,85.0,-3.32
Tumakuru,B0091 madhugiri,C0739 i.d.hally,567,51.42,25.8,15.0,85.0,5.58
Tumakuru,B0091 madhugiri,C0949 kodigenahally,446,58.68,26.71,20.0,90.0,10.68
Tumakuru,B0091 madhugiri,C0953 kodlapura,594,51.02,26.62,15.0,85.0,0.19
Tumakuru,B0091 madhugiri,C1502 siddapura,292,55.74,26.93,15.0,90.0,5.04
Tumakuru,B0091 madhugiri,C1830 badavanahally,738,45.2,26.42,10.0,85.0,8.3
Tumakuru,B0091 madhugiri,C1912 byalya,404,49.2,26.26,15.0,85.0,-0.34
Tumakuru,B0091 madhugiri,C1929 chandragiri,236,37.31,25.53,5.0,75.0,3.38
Tumakuru,B0091 madhugiri,C1943 chikkamalur,394,49.35,28.94,10.0,90.0,0.91
Tumakuru,B0091 madhugiri,C1952 chinaka vajra,505,69.92,23.83,35.0,95.0,1.14
Tumakuru,B0091 madhugiri,C1967 dabbegatta,461,49.11,26.35,10.0,85.0,1.1
Tumakuru,B0091 madhugiri,C2030 garani,486,49.0,24.4,15.0,80.0,-0.28
Tumakuru,B0091 madhugiri,C2312 kondavadi,202,42.65,24.89,10.0,75.0,7.76
Tumakuru,B0091 madhugiri,C2421 medigesi,328,68.67,23.72,33.5,95.0,9.82
Tumakuru,B0091 madhugiri,C2557 rantavalalu,138,61.85,25.24,25.0,90.0,1.63
Tumakuru,B0091 madhugiri,C2562 reddyhally,242,54.79,26.69,15.5,90.0,2.34
Tumakuru,B0091 madhugiri,C2572 sajjehosahally,275,41.98,18.84,25.0,70.0,-2.96
Tumakuru,B0091 madhugiri,C2626 singanahally,360,43.68,28.44,10.0,85.0,0.36
Tumakuru,B0091 madhugiri,C2681 theriyur,184,39.59,29.22,0.0,80.0,6.39
Tumakuru,B0091 madhugiri,C2761 yalkur,219,65.25,25.4,25.0,95.0,5.16
Tumakuru,B0127 sira,C0166 baragooru,406,58.47,25.05,20.0,90.0,7.22
Tumakuru,B0127 sira,C0207 benche,624,53.76,27.04,15.0,90.0,4.96
Tumakuru,B0127 sira,C0234 bhoovanahally,684,62.15,25.04,25.0,90.0,5.75
Tumakuru,B0127 sira,C0268 brahmasandra,854,56.84,25.86,20.0,90.0,0.69
Tumakuru,B0127 sira,C0274 bukkapattana,719,66.59,23.02,30.0,95.0,2.64
Tumakuru,B0127 sira,C0420 dodda hulikunte,259,51.85,24.62,20.0,85.0,0.91
Tumakuru,B0127 sira,C0422 doddaagrahara,870,47.57,27.09,10.0,85.0,3.7
Tumakuru,B0127 sira,C0452 dwaranakunte,370,50.34,28.31,10.0,90.0,5.95
Tumakuru,B0127 sira,C0521 gowdagere,628,52.79,25.42,20.0,85.0,-0.37
Tumakuru,B0127 sira,C0572 haldodderi,148,61.82,19.66,35.0,85.0,0.93
Tumakuru,B0127 sira,C0690 honnagondanahally,801,51.59,27.51,15.0,90.0,1.8
Tumakuru,B0127 sira,C0855 kallambella,375,65.77,24.08,35.0,95.0,2.13
Tumakuru,B0127 sira,C1081 madalooru,331,51.13,26.17,15.0,85.0,-4.36
Tumakuru,B0127 sira,C1093 magodu,521,57.05,27.61,20.0,95.0,1.27
Tumakuru,B0127 sira,C1306 neralagudda,374,50.43,27.06,15.0,90.0,3.56
Tumakuru,B0127 sira,C1356 pattanayakanahalli,380,49.45,27.56,10.0,85.0,5.96
Tumakuru,B0127 sira,C1400 ratnasandra,287,55.82,28.29,15.0,95.0,6.92
Tumakuru,B0127 sira,C1430 sakshihalli,505,57.71,23.24,25.0,90.0,7.93
Tumakuru,B0127 sira,C1577 tavarekere,803,58.03,24.54,20.0,90.0,2.09
Tumakuru,B0127 sira,C1588 thalagunda,443,56.63,27.77,15.0,90.0,5.76
Tumakuru,B0127 sira,C1608 thogarugunte,376,53.55,25.08,20.0,87.5,4.03
Tumakuru,B0127 sira,C1734 yaravarahalli,252,30.73,23.13,5.0,65.0,-1.49
Tumakuru,B0127 sira,C1748 yeliyuuru,278,50.72,27.59,10.0,86.5,1.24
Tumakuru,B0127 sira,C1881 bevinahalli,777,57.83,28.89,15.0,95.0,1.27
Tumakuru,B0127 sira,C1937 chikkabanagere,293,34.64,24.74,5.0,70.0,8.28
Tumakuru,B0127 sira,C2267 karekyathanahalli,290,49.29,27.33,10.0,85.5,2.74
Tumakuru,B0127 sira,C2327 kotta,243,51.3,28.99,10.0,90.0,-4.52
Tumakuru,B0127 sira,C2355 lakkanahalli,165,57.39,25.08,20.0,90.0,3.85
Tumakuru,B0127 sira,C2678 tharooru,227,44.01,24.92,10.0,77.0,3.34
Tumakuru,B0135 tiptur,C0142 baluvaneralu,498,58.69,24.08,25.0,90.0,1.22
Tumakuru,B0135 tiptur,C0252 biligere,510,61.4,24.87,20.0,90.0,2.43
Tumakuru,B0135 tiptur,C0280 byranayakanahalli,710,60.2,25.27,25.0,90.0,1.7
Tumakuru,B0135 tiptur,C0531 gudigondanahalli,467,66.64,22.82,35.0,95.0,3.43
Tumakuru,B0135 tiptur,C0548 gurugadahalli,439,57.8,24.94,20.0,90.0,1.93
Tumakuru,B0135 tiptur,C0584 halukurike,496,74.83,22.32,40.0,95.0,3.56
Tumakuru,B0135 tiptur,C0692 honnavalli,149,82.18,20.67,59.0,100.0,1.0
Tumakuru,B0135 tiptur,C0695 honnenahalli,490,67.01,26.39,25.0,95.0,6.56
Tumakuru,B0135 tiptur,C0703 hosahalli,90,58.5,27.51,20.0,95.0,7.72
Tumakuru,B0135 tiptur,C0870 kamparahalli,183,58.25,22.09,25.0,90.0,4.24
Tumakuru,B0135 tiptur,C0896 karadalu,547,64.36,23.84,30.0,95.0,2.1
Tumakuru,B0135 tiptur,C0916 kattigenahalli,82,88.48,13.6,70.5,100.0,0.85
Tumakuru,B0135 tiptur,C1035 kuppalu,150,74.9,18.91,50.0,95.0,0.07
Tumakuru,B0135 tiptur,C1165 mattihalli,84,80.36,17.32,65.0,95.0,0.48
Tumakuru,B0135 tiptur,C1253 nagaraghatta,309,71.42,20.01,45.0,95.0,0.55
Tumakuru,B0135 tiptur,C1304 nellikere,195,62.49,26.18,25.0,95.0,9.41
Tumakuru,B0135 tiptur,C1322 nonavinakere,727,68.61,22.74,35.0,95.0,5.26
Tumakuru,B0135 tiptur,C1455 sarthavalli,99,66.82,22.29,35.0,90.0,8.76
Tumakuru,B0135 tiptur,C1527 sooguru,292,66.47,26.77,25.0,95.0,3.53
Tumakuru,B0135 tiptur,C1617 tiptur (urdu),79,62.15,25.24,25.0,95.0,-5.49
Tumakuru,B0135 tiptur,C1618 tiptur south,80,82.81,15.89,69.5,100.0,6.99
Tumakuru,B0135 tiptur,C2281 kattigenahalli,140,73.07,20.66,45.0,95.0,9.97
Tumakuru,B0136 tumkur,C0138 ballagere,362,67.72,18.0,50.0,95.0,1.33
Tumakuru,B0136 tumkur,C0190 belagumba,661,67.56,23.42,35.0,95.0,3.19
Tumakuru,B0136 tumkur,C0200 bellavi,620,60.68,23.93,25.0,90.0,4.23
Tumakuru,B0136 tumkur,C0221 bhaktharahally,66,63.79,24.12,25.0,92.5,-4.5
Tumakuru,B0136 tumkur,C0272 bugudanahalli,239,59.35,25.38,24.0,90.0,11.2
Tumakuru,B0136 tumkur,C0285 c t kere,923,61.54,24.91,25.0,90.0,2.67
