state,division,revenue_district,district,block,gram_panchayat,n_schools_4_6,n_schools_govt,enrolment_govt
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,KARDIGUDDI,1,1,266.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,KEDHANUR,4,4,534.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,KINYE,11,10,790.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,KUDRAMANI,2,2,356.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,KUKADOLLI,1,1,286.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,MANDOLI,5,4,713.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,MARIHAL,3,2,320.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,MASTMARDI,4,4,616.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,MODAGA,6,5,914.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,MUCHHANDI,2,2,663.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,MUTAGA,4,3,370.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,MUTHNAL,3,2,212.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,NANDHIHALLI,3,3,270.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,NILAJI,8,5,570.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,RANGADOLHI,6,6,504.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,SAMBRA,3,3,1733.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,SANTIBASTWAD,6,5,714.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,SULAGE Y,4,4,330.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,SULAGE(U),3,3,609.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,SULEBHAVI,6,6,1369.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,TARIHAL,4,4,643.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,THUMERGUDI,18,16,1519.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,TURMARI,3,3,329.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,UCHANGAON,6,5,543.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,WAGHAWADE,6,6,614.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,BELGAUM RURAL.,YALLUR,9,7,1009.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,AMATE,6,6,429.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,BAILUR,10,10,716.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,BARAGAON,5,4,279.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,BEEDI,13,10,1052.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,BEKAWAD,5,5,368.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,BHURUNAKI,13,13,856.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,BIJAGARNI,5,5,104.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,CHAPAGAON,5,5,274.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,DEVALATTI,3,3,646.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,GANDIGAWAD,6,5,675.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,GODOLI,5,5,265.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,GOLALLI,4,4,345.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,GOTAGALI,8,8,97.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,GUNJI,10,9,336.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,GURLAGUNJI,2,2,280.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,HALAGA,6,6,141.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,HALAKARNI,7,6,260.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,HALASI,6,6,496.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,HEBBAL,4,4,234.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,HIREHATTIHOLI,4,4,413.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,HIREMUNOLLI,3,3,438.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,IDDALAHONDA,6,6,294.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,ITAGI,8,6,1242.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,JAMBOTI,8,8,735.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,KADATANABAGEWADI,3,3,719.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,KAKKERI,5,3,554.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,KANAKUMBI,4,4,250.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,KAPOLI KG,6,6,107.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,KARMBLA,5,5,272.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,KASABA NANDAGAD,8,8,265.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,KHERAWAD,4,4,365.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,KODACAWAD,7,6,472.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,LINGANAMATH,9,9,320.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,LOKOLI,6,6,433.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,LONDA,5,4,648.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,MANGENKOPP,2,2,289.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,MANTURGA,5,5,248.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,MOHISETT,14,14,218.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,NAGARGALI,10,10,170.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,NAGURDA,7,7,458.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,NANDAGAD,11,9,1070.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,NANJANAKODAL,6,6,136.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,NERASE,10,10,357.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,NILAWADE,12,12,336.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,NITTUR,3,3,393.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,PARAWAD,5,5,183.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,PARISAWAD,6,3,359.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,RAMAGURWADI,9,7,189.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,SHINDOLLI,6,6,200.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,SHIROLI,9,9,357.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KHANAPUR,TOPINAKATTI,3,3,284.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,AMBADGATTI,6,6,1187.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,AVARADI,4,4,750.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,BAILUR,3,2,443.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,D.SHIGIHALLI,3,3,409.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,DASTIKOPPA,3,3,261.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,DEGAON,7,6,624.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,HIRENANDIHALLI,3,3,479.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,HUNASIKATTI,4,3,490.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,KADROLLI,5,3,402.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,KALABHAVI,4,3,550.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,KHODANPUR,4,3,482.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,KULAVALLI,8,8,685.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,NICHANAKI,7,7,845.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,TIGADOLLI,4,3,315.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,TURMARI,4,3,272.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,UGARKHOD,7,7,622.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,KITTUR,VEERAPURA,2,2,288.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,AWARDHI,7,6,660.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,BANNUR,3,3,453.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,BATAKURKI,8,7,1063.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,CHIPALKATTI,3,3,527.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,CHUNCHUNUR,7,5,962.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,D SALAPUR,5,4,516.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,GHATAKANUR,4,4,448.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,GODACHI,9,6,475.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,GONNAGAR,4,4,457.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,HALAGATHI,3,2,465.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,HALETORGAL,11,11,1317.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,HANAMAPUR,6,6,601.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,HANAMASAGAR,5,4,458.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,HIREKOP K S,10,7,572.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,HOSAKERI,5,5,390.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,HOSAKOTI,5,4,469.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,HULAKUND,5,3,351.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,IDAGAL,4,4,634.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,K CHANDARGI,13,9,1168.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,K JUNIPETH,7,6,938.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,KANDHAPUR,13,8,1193.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,KATAKOL,13,11,2076.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,KITHUR,4,3,778.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,MANIHAL,4,3,425.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,MUDHAKAVI,7,6,600.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,MUDHINUR,2,2,318.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,MULLUR,5,4,603.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,NANDHIHAL,6,6,580.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,NARASAPUR,9,8,1337.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,OBALAPURA,6,5,412.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,SANGAL,3,3,529.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,SUNNAHAL,9,9,920.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,SUREBHAN,9,7,1356.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,THONDIKATTI,4,3,471.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,THORANGATTI,3,2,299.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,TURANUR,3,3,427.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,RAMDURG,UDHAPUDI,6,5,440.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,AKKISAGAR,4,4,499.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,ALADAKATTI K.M,2,2,346.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,ARATAGAL,5,4,889.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,ASUNDI,3,2,470.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,BADLI,2,2,332.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,BETASUR,3,3,1065.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,BHANDARAHALLI,7,6,1086.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,CHACHADI,2,2,558.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,CHULAKI,5,4,633.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,GORABAL,4,4,700.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,GORAVANAKOLLA,7,5,415.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,HANCHINAL,4,4,710.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,HAROGOPPA,2,2,313.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,HIREBUDNUR,3,3,759.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,HIREKUMBI,5,4,700.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,HOOLI,5,3,661.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,HOOLIKATTI,5,3,485.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,HOSUR,6,5,770.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,INAMAHONGAL,7,5,568.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,INCHAL,7,7,899.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,KADABI,5,5,699.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,KAGADAL,4,4,597.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,KARIKATTI,2,2,427.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,KOTUR - SHIVAPUR,7,7,1338.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,MABANUR,4,3,560.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,MADAMAGERI,8,8,1215.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,MADLUR,5,4,1037.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,MALLUR,5,5,677.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,MARAKUMBI,5,3,443.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,MUGALIHAL,7,6,826.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,MURGOD,12,9,1138.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,RUDRAPUR,4,4,245.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,SANGRESHKOP,5,4,399.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,SATTIGERI,11,8,1134.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,SHINDOGI,6,5,490.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,SIRASANGI,6,4,924.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,SOPPADLA,3,3,396.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,SUTAGATTI,3,3,539.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,TADASALUR,6,5,606.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,TALLUR,6,5,748.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,TEGGIHAL,6,6,730.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,UGARAGOL,9,8,1216.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,YAKKUNDI,7,7,1081.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI,SOUNDATTI,YARAZARVI,7,6,1145.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,ADAHALLI,9,8,928.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,AIGALI,18,13,865.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,ANANTHPUR,13,11,781.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,ARALIHATTI,7,7,429.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,ARATAL,11,10,1125.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,ATHANI (GRAMEEN),39,31,2646.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,BADACHI,8,7,699.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,BALLIGERI,10,9,561.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,CHAMKERI,7,6,601.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,DARUR,3,2,575.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,GUNDEWADI,10,9,1137.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,HALYAL,6,4,479.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,HULAGABALI,6,6,679.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,JAKKARATTI,9,9,291.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,JAMBAGI,10,9,1242.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,JUNJARWADI,5,4,256.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,KAKAMARI,6,3,256.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,KANNALA,5,5,820.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,KATAGERI,8,7,901.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,KHELEGAON,7,6,568.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,KOHALLI,9,7,503.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,KOKATANUR,16,13,881.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,KOTTALAGI,9,6,510.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,MADHABHAVI,17,13,1686.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,MAHESHWADI,8,4,504.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,MALABAD,10,9,591.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,MURAGUNDI,9,7,874.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,NADI INGALAGAON,5,5,625.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,NAGANUR P K,7,5,612.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,NANDAGAON,9,6,932.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,NANDESHWAR,5,2,286.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,PARTHANAHALLI,9,8,780.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,RADDERAHATTI,4,3,762.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,SAMBARAGI,10,9,812.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,SAPTASAGAR,7,6,637.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,SATTI,9,8,905.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,SAVADI,9,8,347.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,SHANKARATTI,2,2,310.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,SHEGUNASHI,4,4,579.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,SHIRAHATTI,9,9,900.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,SHIRUR,5,5,247.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,SIDDEWADI,7,7,551.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,SUTTATTI,6,4,322.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,TELSANG,15,12,1134.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,ATHANI,YELI HADAGALI,10,8,1218.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,ANKALI,13,9,1329.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,BAMBALAWAD,7,7,690.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,BELAKUD,4,4,504.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,CHANDUR,5,4,169.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,CHIKKALAWAL,6,6,380.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,CHINCHANI,7,4,538.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,HATTARAWAT,4,4,450.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,HIREKODI,13,11,1264.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,INGALI,8,6,359.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,JAGNUR,11,9,1404.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,JAINAPUR,4,4,898.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,JANWAD,3,2,209.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,JODAKURALI,7,6,1339.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,KADAPUR,4,4,557.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,KALLOL,4,4,469.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,KARAGAON,7,7,670.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,KAROSHI,7,6,576.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,KERUR,14,12,1948.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,KHADAKLAT,17,15,1875.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,KOTHALI,6,5,782.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,MALIKAWAD,3,2,124.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,MANJARI,9,6,621.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,MUGALI,6,6,648.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,NAGARAL,2,2,411.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,NAGARMUNOLI,9,8,1131.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,NAINGLAJ,6,6,843.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,NANADI,10,7,451.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,NAVALIHAL,6,4,450.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,NEJ,8,8,418.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,PATTANKUDI,11,9,914.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,SHAMANEWADI,4,2,339.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,SHIRAGOAN,7,7,1001.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,UMARANI,7,7,884.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,VADRAL,5,4,1007.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,WALAKI,2,2,433.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,CHIKODI,YADOOR,5,5,210.0
KARNATAKA,Belagavi,Belagavi,BELAGAVI CHIKKODI,GOKAK,BENACHINAMARADI,1,0,
