state,division,revenue_district,district,block,gram_panchayat,n_schools_4_6,n_schools_govt,enrolment_govt
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,KALLAPURA,5,5,295.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,KANCHINEGALUR,4,3,514.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,KARGUDARI,9,9,1136.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,KIRAWADI,6,6,793.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,KOODALA,6,6,452.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,KOOSANUR,6,5,507.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,KOPPARASIKOPPA,6,5,496.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,MALGUND,2,2,249.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,MANTHAGI,8,8,644.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,MARANABEEDA,8,6,846.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,MASANAKATTI,7,6,627.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,NAREGAL,5,4,1043.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,SAMMASAGI,9,9,531.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,SANWASAGI,6,6,429.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,SEEGEHALLISINGAPURPLOT,5,5,346.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,SHIRAGODA,8,7,714.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,SHYADAGUPPI,4,4,442.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,SOMASAGARA,7,7,483.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,SURALESWARA,2,2,115.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,TILAVALLI,12,8,789.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,UPPUNASI,5,5,568.0
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,YALAVATTI,7,7,916.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,AGADI,11,9,942.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,ALADAKATTI,6,5,599.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,BASAPURA,4,3,892.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,BELAVIGI,4,3,403.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,BUDAGATTI,4,4,353.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,DEVAGIRI,7,4,651.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,DEVIHOSUR,6,6,874.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,HALAGI,4,4,375.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,HANDIGANUR,5,4,270.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,HANVASI,2,2,292.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,HAVANUR,6,5,872.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,HOMBARADI,2,2,185.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,HOSAKITTURA,4,4,324.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,HOSARITTI,13,9,1483.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,KABBUR,6,5,662.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,KALLIHALA,4,3,335.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,KANAKAPURA,4,4,564.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,KANAVALLI,5,4,1035.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,KANCHARAGATTI,7,6,547.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,KARJAGI,12,11,2540.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,KATENAHALLI,3,2,286.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,KOLUR,4,4,325.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,KONANATAMBIGI,5,4,386.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,KULENUR,6,5,375.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,KURGUNDA,2,2,871.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,KURUBAGONDA,5,5,614.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,MAROLA,4,3,556.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,MEUNDI,5,4,580.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,NAGANUR,5,4,497.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,NEGALUR,6,5,773.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,NELOGALL,3,3,324.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,SANGUR,8,7,505.0
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,YALAGACHA,8,7,544.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,ABALUR,3,3,475.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,ALADAGERI,6,6,473.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,ANAJI,3,3,288.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,ARALIKATTI,3,3,340.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,BETAKERUR,3,3,229.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,BHOGAVI,4,4,114.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,BURADIKATTI,7,4,236.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,CHANNALLI,8,8,1154.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,CHIKKA YADACHI,4,4,215.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,CHIKKERUR,16,12,1133.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,CHIKKONATHI,5,5,309.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,CHINNAMULAGUNDA,4,4,399.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,HALLUR,9,9,610.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,HAMSABHAVI,12,7,891.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,HIREKABBAR,4,4,419.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,HIREMORABA,9,9,996.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,HULLATTI,2,2,340.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,INGALAGONDI,3,3,368.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,KACHAVI,5,5,317.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,KADUR,5,5,587.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,KANAVISIDDAGERI,8,8,418.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,KODA,11,10,791.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,KODAMAGGI,6,6,313.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,KUDAPALI,7,7,678.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,KUNCHURA,4,4,443.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,MADLUR,5,4,230.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,MAKARI,5,5,446.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,MASUR,8,6,917.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,MEDUR,4,4,328.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,NAGAVANDA,4,4,477.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,NESWI,5,5,241.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,NIDANEGILU,7,7,424.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,SATENAHALI,5,5,226.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,SHIRAGAMBI,2,2,164.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,SUTTKOTI,3,3,282.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,TADAKANAHALLI,6,6,155.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,TAVARAGI,4,4,165.0
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,YATTINAHALLIMK,5,5,309.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,ANTARAVALLI,6,5,318.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,AREMALLAPURA,3,2,526.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,ASUNDI,7,4,514.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,BELUR,5,4,727.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,BENAKANAKONDA,5,4,300.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,BIILLALLI,7,7,487.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,CHALAGERI,7,5,603.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,CHIKKAKURAVATTI,5,5,480.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,GUDAGUR,7,6,530.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,GUDDADANVERI,4,4,316.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,GUUDAGUDDAPURA,4,3,685.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,HALAGERI,6,5,427.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,HANUMAPURA,3,2,247.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,HARANAGIRI,3,2,603.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,HEDIYAL,3,3,233.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,HIREBIDARI,3,3,644.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,HONNATTI,7,5,399.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,IRANI,4,4,271.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,ITAGI,4,3,435.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,JOISARAHARALAHALLI,3,2,159.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,KAJJARI,4,4,323.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,KAKOLA,4,2,751.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,KAMADOD,7,4,404.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,KARUR,4,3,683.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,KAVALETTU,7,2,185.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,KODIYALA,1,1,100.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,KUPPELUR,4,4,460.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,LINGADAHALLI,5,4,392.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,MAKANUR,5,5,752.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,MALANAYAKANAHALLI,8,8,343.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,MEDLERI,6,6,1050.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,MUDENUR,5,5,456.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,NADIHARALAHALLI,3,3,365.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,NITTUR,4,4,304.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,RAHUTANAKATTI,7,7,1166.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,SOMALAPUR,7,6,473.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,SUNAKALBIDARI,5,4,591.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,TUMMINAKATTI,8,6,709.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,UKKUNDA,5,5,369.0
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,Y.T.HONNATHI,7,7,608.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,CHILLURBADNI,8,8,1447.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,DAMBARAMATTUR,4,4,390.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,HATTIMATTUR,6,6,837.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,HESARUR,5,5,833.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,HIREMAGADUR,6,5,440.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,HIREMARALIHALLI,4,4,645.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,HOOVINASHIGLI,5,4,431.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,HURALIKUPPI,3,3,527.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,ICHANGI,4,3,439.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,JALLAPUR,5,4,587.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,KADAKOLA,6,6,689.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,KALASUR,3,3,482.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,KARADAGI,5,5,1288.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,KUNIMELLIHALLI,7,6,438.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,KURUBARAMALLUR,7,7,571.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,MANTRODI,4,3,553.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,SHIRABADAGI,5,5,938.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,TEGGIHALLI,11,10,659.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,TEVARAMELLIHALLI,7,5,402.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,TONDUR,4,4,396.0
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,YALAVIGI,7,5,665.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,ANDALAGI,3,3,449.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,ATTIGERI,3,2,282.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,BADA,8,7,950.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,BANNUR,5,5,694.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,BASAVANAL,1,1,218.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,CHANDAPURA,10,9,662.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,DUNDSI,9,9,806.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,GUDDADACHANNAPUR,3,3,311.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,HALEBANKAPUR,4,4,353.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,HANUMARAHALLI,6,5,417.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,HIREBENDIGERI,5,5,445.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,HIREMALLUR,7,7,841.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,HIREMANAKATTI,4,4,572.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,HOSUR,8,6,431.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,HOTANAHALLI,5,5,554.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,HULGUR,7,5,1173.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,HUNAGUND,6,6,384.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,KABANOOR,4,4,315.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,KONANAKERI,13,12,1192.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,KUNDUR,5,4,354.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,KUNNOOR,8,8,828.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,KYALAKONDA,5,5,632.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,MADLI,3,2,345.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,NARAYANAPURA,4,4,723.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,NMTADASA,3,3,477.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,SHISHUVINAHALA,1,1,213.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,TADASA,10,7,1224.0
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,VANAHALLI,6,6,416.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,ACHVE,14,14,249.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,AGRAGONE,5,5,278.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,AGSUR,8,8,364.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,ALAGERI,5,5,175.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,AVERSA,4,4,281.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,BAVIKERI,4,4,265.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,BELAMBAR,5,4,368.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,BELEKERI,3,3,276.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,BELSE,7,7,346.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,BOBRUWADA,6,6,306.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,DONGRI,13,13,292.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,HARWADA,5,5,280.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,HATTIKERI,5,4,199.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,HILLUR,10,10,308.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,HONNEBAILU,6,6,183.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,MOGTA,9,9,182.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,SAGADGERI,8,7,196.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,SHETGERI,8,7,233.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,SUNKASAL,8,8,160.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,VANDIGE,4,4,79.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,VASARAKUDRIGE,6,6,140.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,BAILUR,14,12,712.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,BELAKE,10,10,738.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,BENGRE,13,13,660.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,HADAVALLI,16,16,431.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,HEBLE,16,12,1217.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,KAIKINI,12,12,1358.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,KONAR,10,10,183.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,KOPPA,18,18,371.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,MARUKERI,5,5,147.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,MAVALLI,2,0,
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,MAVALLI-2,16,14,978.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,MAVINAKURVE,6,6,334.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,MUNDALLI,5,5,271.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,MUTALLI,5,5,306.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,SHIRALI,15,12,1052.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,YELAVADIKAVOOR,9,9,581.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,BALKOOR,11,11,334.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,CHANDAVAR,10,10,473.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,CHIKKANKOD,17,17,425.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,HADINBAL,6,6,163.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,HALDIPUR,16,15,669.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,HEREANGADI,13,12,579.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,HOSAKULI,6,5,146.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,JALVALLI,9,9,397.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,KADATOKA,7,7,222.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,KADLE,5,5,192.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,KARKI,12,10,341.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,KASARKOD,10,10,848.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,KELGINOR,9,8,324.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,KHARWA,11,9,256.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,KODANI,8,7,347.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,KUDRIGI,7,7,224.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,MAGODA,5,5,171.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,MANKI B (ANANTHAWADI),4,4,71.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,MANKI C (CHITHARA),9,9,177.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,MAVINKURVE,5,5,536.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,MELIN IDGUNJI,9,9,265.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,MUGWA,10,9,220.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,NAGARBASTIKERI,11,9,276.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,NAVILGONE,6,6,183.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,SALKOD,11,11,193.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,UPPONI,15,15,489.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,AMDALLI,8,7,461.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,ASNOTI,5,4,38.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,CHENDIYA,6,6,1758.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,CHITTAKULA,8,8,240.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,DEVALMAKKI,8,8,270.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,GHADSAI,6,4,64.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,GOTEGALI,9,8,135.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,HANKON,5,5,51.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,KADRA,5,3,42.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,KADWAD,5,5,95.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,KERWADI,2,2,45.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,KINNER,4,4,73.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,MAJALI,10,10,211.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,MALLAPUR,11,10,1118.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,MUDGERI,3,3,54.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,SHIRWAD,7,6,358.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,THODURU,2,2,173.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KARWAR,WAILWADA,7,6,62.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KUMTA,ALAKOD,16,16,443.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KUMTA,BAAD,5,5,376.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KUMTA,BARGI,11,11,682.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KUMTA,DEEVGI,11,11,368.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KUMTA,DEVAGIRI,11,10,485.0
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,KUMTA,GOKARNA,18,14,796.0
