District,Block,Cluster,GP,GP_ID
tumakuru,tiptur,honnenahalli,rangapura,5095
tumakuru,tiptur,honnenahalli,thadasooru,5671
tumakuru,tiptur,hosahalli,dasarighatta,1751
tumakuru,tiptur,hosahalli,rangapura,5095
tumakuru,tiptur,kamparahalli,masavana ghatta,4346
tumakuru,tiptur,karadalu,echanooru,1976
tumakuru,tiptur,karadalu,hucchagondanahalli,2814
tumakuru,tiptur,karadalu,kuppalu,3912
tumakuru,tiptur,kattigenahalli,hindiskere,2606
tumakuru,tiptur,kote nayakanahalli,hucchagondanahalli,2814
tumakuru,tiptur,kuppalu,aralaguppe,762
tumakuru,tiptur,kuppalu,karadi,6578
tumakuru,tiptur,kuppalu,kuppalu,3912
tumakuru,tiptur,mattihalli,gudigondanahalli,2205
tumakuru,tiptur,mattihalli,mathihalli,4362
tumakuru,tiptur,nagaraghatta,nagaraghatta,4651
tumakuru,tiptur,nellikere,nellikere,4803
tumakuru,tiptur,nonavinakere,gungurumele,2253
tumakuru,tiptur,nonavinakere,nonavinakere,4880
tumakuru,tiptur,sarthavalli,sarthavalli,5249
tumakuru,tiptur,sooguru,bajagooru,943
tumakuru,tiptur,sooguru,hunaseghatta,2868
tumakuru,tiptur,tiptur south,rangapura,5095
tumakuru,tumkur,areyur,areyur,794
tumakuru,tumkur,ballagere,ballagere,977
tumakuru,tumkur,beladhara,beladhara,1144
tumakuru,tumkur,belagumba,belagumba,1155
tumakuru,tumkur,belagumba,swandenahalli,5569
tumakuru,tumkur,bellavi,bellavi,1191
tumakuru,tumkur,bugudanahalli,buduganahalli,1413
tumakuru,tumkur,c t kere,arekere,791
tumakuru,tumkur,c t kere,c t kere,1458
tumakuru,tumkur,devalapura,devalapura,6605
tumakuru,tumkur,devalapura,kesturu,3578
tumakuru,tumkur,galigenahalli,galigenahalli,2030
tumakuru,tumkur,gulur,guluru,2230
tumakuru,tumkur,gulur,hethenahalli,2601
tumakuru,tumkur,haraluru,haraluuru,2454
tumakuru,tumkur,hebburu,hebburu,2540
tumakuru,tumkur,hebburu,kanakuppe,3346
tumakuru,tumkur,heggere,heggere,6344
tumakuru,tumkur,heggere,mallasandra,4193
tumakuru,tumkur,hirehalli,hirehalli,6391
tumakuru,tumkur,hirehalli,kesarumadu,3573
tumakuru,tumkur,holakallu,olakal,4898
tumakuru,tumkur,honasigere,honasigere,2734
tumakuru,tumkur,honnudike,honnudike,2761
tumakuru,tumkur,honnudike,maskal,6520
tumakuru,tumkur,k palasandra,k palasandra,3106
tumakuru,tumkur,kanakuppe,kanakuppe,3346
tumakuru,tumkur,kora,kesturu,3578
tumakuru,tumkur,kyathasandra,hirehalli,6391
tumakuru,tumkur,kyathasandra,kesarumadu,3573
tumakuru,tumkur,kyathsandra (urdu),hirehalli,6391
tumakuru,tumkur,mallasandra,doddanaravangala,1915
tumakuru,tumkur,mallasandra,mallasandra,4193
tumakuru,tumkur,mydala,mydala,4607
tumakuru,tumkur,nagavalli,gangona halli,2052
tumakuru,tumkur,nagavalli,nagavalli,4668
tumakuru,tumkur,nagavalli (urdu),honasigere,2734
tumakuru,tumkur,nagavalli (urdu),honnudike,2761
tumakuru,tumkur,nelahal,nelahal,4793
tumakuru,tumkur,niduvalalu,hebburu,2540
tumakuru,tumkur,niduvalalu,niduvalalu,4847
tumakuru,tumkur,obalapura,obalapura,6539
tumakuru,tumkur,oordigere,aregujjanahalli,787
tumakuru,tumkur,oordigere,oordigere,4900
tumakuru,tumkur,oorukere,arekere,791
tumakuru,tumkur,oorukere,oorukere,4903
tumakuru,tumkur,seethakal,seethakallu,5289
tumakuru,tumkur,sirivara,sirivara,6564
tumakuru,tumkur,thimmarajanahalli,sorekunte,5491
tumakuru,tumkur,thimmarajanahalli,thimmarajanahalli,5724
tumakuru,turuvekere,adithya patna,hadavanahalli,2294
tumakuru,turuvekere,anekere,anekere,712
tumakuru,turuvekere,aremallenahalli,aremallenahalli,793
tumakuru,turuvekere,aremallenahalli,thandaga,6377
tumakuru,turuvekere,banasandra,banasandra,1008
tumakuru,turuvekere,bythara hosahalli,byatharahosahalli,1441
tumakuru,turuvekere,dabbe ghatta,aremallenahalli,793
tumakuru,turuvekere,dabbe ghatta,dabbeghatta,1717
tumakuru,turuvekere,dabbe ghatta,gonitumkur,2137
tumakuru,turuvekere,dandina shivara,dandinashivara,1735
tumakuru,turuvekere,hittala koppa,manichenduru,4254
tumakuru,turuvekere,hullekere,hullekere,2850
tumakuru,turuvekere,kanathur,kanathuru,3351
tumakuru,turuvekere,kondajji,kondajji,6440
tumakuru,turuvekere,lokkammana halli,lokammanahalli,4023
tumakuru,turuvekere,madihalli,madihalli,4102
tumakuru,turuvekere,mavinakere,mavinakere,6541
tumakuru,turuvekere,mavinakere,muttugadhahalli,4603
tumakuru,turuvekere,mayasandra,mayasandra,4392
tumakuru,turuvekere,muniyur,muniyuru,4564
tumakuru,turuvekere,sampige,hadavanahalli,2294
tumakuru,turuvekere,sampige,sampige,5189
tumakuru,turuvekere,sampige hosahalli,sampige hosahalli,5190
tumakuru,turuvekere,shettygondana halli,shettygondanahalli,5329
tumakuru,turuvekere,soravanahalli,soravanahalli,5490
tumakuru,turuvekere,talakere,talkere,5620
tumakuru,turuvekere,turuvekere patna,gonitumkur,2137
tumakuru,turuvekere,turuvekere patna,kodigehalli,3658
tumakuru,turuvekere,vadavana ghatta,vadavanaghatta,5935
kolar,k g f,bangartirupathi,hulkur,2846
kolar,k g f,bethamangala,bethamangala,1236
kolar,k g f,bethamangala,kammasandra,3325
kolar,k g f,ghattamadamangala,gattamadamanga,2077
kolar,k g f,ghattamadamangala,marikuppa,4317
kolar,k g f,jakkaarasanakuppa,jakkarasakuppa,3015
kolar,k g f,karadaguru,kangandahalli,3371
kolar,k g f,karadaguru,srinivasasandra,5506
kolar,k g f,kyasamballi,kyasamballi,3974
kolar,k g f,n.g. hulkur,n g hulkur,4616
kolar,k g f,n.g. hulkur,vengasandra,5987
kolar,k g f,oorgaumpet,ghattakamadena,2092
kolar,k g f,parandahalli,gattamadamanga,2077
kolar,k g f,parandahalli,parandlahalli,4959
kolar,k g f,ramasagara,ramasagara,6659
kolar,k g f,ramasagara,vengasandra,5987
kolar,k g f,sundarapalya,sundarapalya,5545
kolar,k g f,sundarapalya,vengasandra,5987
kolar,k g f,t.gollahalli,marikuppa,4317
kolar,k g f,t.gollahalli,t gollahalli,5575
kolar,kolar,abbani,shapur,5313
kolar,kolar,annihalli (manighatta),manigatta,4255
kolar,kolar,arabikothanur,arabikothanur,752
kolar,kolar,beglihosahalli,beglihosahalli,1132
kolar,kolar,beglihosahalli,doddahasala,1899
kolar,kolar,belamaranahalli,belamaranahalli,1163
kolar,kolar,belamaranahalli,chowdadenahalli,1680
kolar,kolar,darga (urdu-2),arabikothanur,752
kolar,kolar,darga (urdu-2),honnenahalli,2757
kolar,kolar,harathi,harati,2461
kolar,kolar,holur,holur,2726
kolar,kolar,huthur,huthur,2902
kolar,kolar,itharasanahalli,itharasanahalli,2979
kolar,kolar,joohalli (urdu-1),sulur,5541
kolar,kolar,joohalli (urdu-1),vakkaleri,5953
kolar,kolar,kadahalli,ammanallur,663
kolar,kolar,kodikannur,arahalli,755
kolar,kolar,kodikannur,marjenahalli,4319
kolar,kolar,kondarajanahalli(katarip),kondarajanahalli,3739
kolar,kolar,kyalanur,channasandra,1511
kolar,kolar,kyalanur,kyalanur,3968
kolar,kolar,madanahalli,madahalli,6662
kolar,kolar,madanahalli,thotli,5754
kolar,kolar,madderi,madderi,4088
kolar,kolar,medihala,shettihalli,6476
kolar,kolar,muduvadi,jannagatta,3049
kolar,kolar,muduvadi,muduvadi,4519
kolar,kolar,muduvatti,muduvathi,4520
kolar,kolar,narasapura,bellur,1196
kolar,kolar,narasapura,narasapura,6427
kolar,kolar,sugatur,oorigili,4901
kolar,kolar,sugatur,sugutur,5520
kolar,kolar,sulur,sulur,5541
kolar,kolar,thoradevandahalli,thoradevandahalli,5746
kolar,kolar,vadagur,honnenahalli,2757
kolar,kolar,vadagur,vadagur,5933
kolar,kolar,vakkaleri,vakkaleri,5953
kolar,kolar,vemgal,seethi,5291
kolar,malur,anepura,kondashettihalli,3740
kolar,malur,araleri,araleri,765
kolar,malur,banahalli,banahalli,1004
kolar,malur,chikkakunthuru,chikkanthur,1605
kolar,malur,chikkathirupathi,chikkathirupathi,1608
kolar,malur,chikkathirupathi,jayamangala,3062
kolar,malur,d.n. doddi,baliganahalli,970
kolar,malur,d.n. doddi,d n doddi,1705
kolar,malur,dinnahalli,dinnahalli,1853
kolar,malur,doddashivara,doddashivara,1919
kolar,malur,huladenahalli,huladenahalli,2826
kolar,malur,huralagere,nosagere,4886
kolar,malur,k.g. halli,k g halli,3103
kolar,malur,kondashettihalli (urdu-2),huladenahalli,2826
kolar,malur,kondashettihalli (urdu-2),kondashettihalli,3740
kolar,malur,kondashettihalli (urdu-2),nootve,4883
kolar,malur,kudiyanur,santhehalli,5223
kolar,malur,lakkur,h hosakote,2273
kolar,malur,lakkur,lakkur,3999
kolar,malur,m.c.halli,madivala,4105
kolar,malur,m.c.halli,thornahalli,5752
kolar,malur,malur,abbenahalli,6681
kolar,malur,malur (urdu-1),kudiyanur,3833
kolar,malur,malur (urdu-1),madivala,4105
kolar,malur,masthi,hasandahalli,2501
kolar,malur,masthi,masthi,4353
kolar,malur,rajenahalli,rajenahalli,5057
kolar,malur,shivarapatna,hungenahalli,2875
kolar,malur,shivarapatna,shivarapatna,5387
kolar,malur,tekal,tekal,5657
kolar,malur,thorlakki,nootve,4883
kolar,malur,trunasi,turunisi,5840
kolar,mulbagal,agara,agara,6325
kolar,mulbagal,amblikal,amblikal,657
kolar,mulbagal,angondahalli,angondahalli,715
kolar,mulbagal,avani,avani,848
kolar,mulbagal,avani,oorukunte mittur,4904
kolar,mulbagal,bairakur,byrakur,1452
kolar,mulbagal,balla,balla,976
kolar,mulbagal,devarayasamudra,devarayasamudra,1805
kolar,mulbagal,emmenatha,emmanetha,1984
kolar,mulbagal,gudipalli,gudipalli,2207
kolar,mulbagal,gummakallu,gummakal,2234
kolar,mulbagal,h.gollahalli,h gollahalli,2271
kolar,mulbagal,hanumanahalli,hanumanahalli,2429
kolar,mulbagal,hebbani,hebbani,2536
kolar,mulbagal,kurudumale,kurudumale,3947
kolar,mulbagal,mallanayakanahalli,mallanayakanahalli,4186
kolar,mulbagal,mallanayakanahalli,sonnavadi,5478
kolar,mulbagal,mothakapalli,mothakapalli,4480
kolar,mulbagal,mudigere,mudigere,6612
kolar,mulbagal,mudiyanur,mudiyanur,4510
kolar,mulbagal,n.vaddahalli,kappalamadagu,3415
kolar,mulbagal,nangali,mustoor,6676
kolar,mulbagal,nangali,nangali,4726
kolar,mulbagal,padmaghatta (urdu-2),gummakal,2234
kolar,mulbagal,pitchaguntlahalli,pichagundlahalli,4999
kolar,mulbagal,rajendrahalli,rajendrahalli,5058
kolar,mulbagal,rayalamanadinne,alangur,606
kolar,mulbagal,thayalur,doolapalli,1947
kolar,mulbagal,thayalur,thayalur,5703
kolar,mulbagal,thimmaravuthanahalli,thimmaravuthanahalli,5726
kolar,mulbagal,uthanur,uthanur,5923
kolar,srinivasapur,addagal,addgal,525
kolar,srinivasapur,arikunte,arikunte,795
kolar,srinivasapur,byraganahalli,byraganahalli,1451
kolar,srinivasapur,chaldiganahalli,cheldiganahalli,1534
kolar,srinivasapur,dalasanur,dalasanur,1724
kolar,srinivasapur,gownipalli,gownipalli,2177
kolar,srinivasapur,gownipalli,kodihalli,3660
kolar,srinivasapur,hodali,hodali,2701
kolar,srinivasapur,j thimmasandra,j thimmasandra,2992
kolar,srinivasapur,kurigepalli,kurigepalli,3928
kolar,srinivasapur,lakshmipura,lakshmipura,6618
kolar,srinivasapur,lakshmisagara,kolathur,3697
kolar,srinivasapur,lakshmisagara,laksmisagara,4004
kolar,srinivasapur,mastenahalli,masthenahalli,4352
kolar,srinivasapur,mudimadagu,mudimadagu,4509
kolar,srinivasapur,muttakapalli,muthakapalli,4588
kolar,srinivasapur,nambihalli,nambuhalli,4701
kolar,srinivasapur,nelavanki,nelavanki,4797
kolar,srinivasapur,pulugoorkote,pulagurakote,5018
kolar,srinivasapur,rayalpadu,rayalapadu,5110
kolar,srinivasapur,ronur,ronur,5126
kolar,srinivasapur,somayajalahalli,somayajalapalli,5463
kolar,srinivasapur,thadigol,thadigol,5672
kolar,srinivasapur,yaramvaripalli,yerramvaripalli,6154
kolar,srinivasapur,yeldur,kolathur,3697
kolar,srinivasapur,yeldur,yeldur,6132
bengaluru rural,devanahalli,bidaluru,bidaluru,1309
bengaluru rural,devanahalli,bidaluru,karahalli,3430
bengaluru rural,devanahalli,bijjavara,bijjavara,1333
bengaluru rural,devanahalli,boodigere,boodigere,1395
bengaluru rural,devanahalli,boodigere,gangavara,2049
bengaluru rural,devanahalli,channahalli,bettakote,1246
bengaluru rural,devanahalli,channahalli,channahalli,6570
bengaluru rural,devanahalli,channarayapatna,channarayapatna,1510
bengaluru rural,devanahalli,channarayapatna,i basapura,6212
bengaluru rural,devanahalli,doddasanne,anneshwara,731
bengaluru rural,devanahalli,gudlumuddenahalli,gudlumuddenahalli,2209
bengaluru rural,devanahalli,jalige,jalige,3024
bengaluru rural,devanahalli,koira,koira,3682
bengaluru rural,devanahalli,kundana,aluru duddanahalli,6239
bengaluru rural,devanahalli,kundana,kundana,3888
bengaluru rural,devanahalli,nalluru,nalluru,4699
bengaluru rural,devanahalli,sadahalli,kannamangala,3386
bengaluru rural,devanahalli,venkatagirikote,avathi,854
bengaluru rural,devanahalli,venkatagirikote,venkatagirikote,5989
bengaluru rural,devanahalli,vijaypaura,koramangala,3774
bengaluru rural,devanahalli,vishwanathapura,vishwanathapura,6002
bengaluru rural,devanahalli,yeliyuru,mandibele,6198
bengaluru rural,devanahalli,yeliyuru,yaliyuru,6079
bengaluru rural,doddaballapura,anjanamurthynagara,dodda tumkuru,1874
bengaluru rural,doddaballapura,anjanamurthynagara,kadanuru,3169
bengaluru rural,doddaballapura,aralumallige,aralu mallige,771
bengaluru rural,doddaballapura,aralumallige,majara hosahalli,4133
bengaluru rural,doddaballapura,aroodi,aroodi,808
bengaluru rural,doddaballapura,aroodi,hosahalli,6275
bengaluru rural,doddaballapura,bashettihalli,majara hosahalli,4133
bengaluru rural,doddaballapura,channaveeranahalli,bhaktharahalli,6502
bengaluru rural,doddaballapura,channaveeranahalli,sasalu,5253
bengaluru rural,doddaballapura,dargajogihalli,dargajogihalli,1742
bengaluru rural,doddaballapura,dargajogihalli,kodigehalli,6640
bengaluru rural,doddaballapura,dodda belavangala,dodda belavangala,1861
bengaluru rural,doddaballapura,dodda belavangala,hadripura,2301
bengaluru rural,doddaballapura,hadonahalli,hadonahalli,6519
bengaluru rural,doddaballapura,hadonahalli,kantanakunte,3399
bengaluru rural,doddaballapura,hanabe,hanabe,2381
bengaluru rural,doddaballapura,heggadihalli,heggadihalli,2558
bengaluru rural,doddaballapura,heggadihalli,konaghatta,3722
bengaluru rural,doddaballapura,honnawara,honnavara,2753
bengaluru rural,doddaballapura,hosahalli,hosahalli,6275
bengaluru rural,doddaballapura,hulikunte,hulikunte,2839
bengaluru rural,doddaballapura,hulikunte,sakkaregollahalli,5163
bengaluru rural,doddaballapura,kadathippuru,bhaktharahalli,6502
bengaluru rural,doddaballapura,kanasavadi,kanasawadi,3349
bengaluru rural,doddaballapura,kesthuru,hanabe,2381
bengaluru rural,doddaballapura,kesthuru,kesturu,6685
bengaluru rural,doddaballapura,madhure kodihalli,channadevi agrahara,1503
bengaluru rural,doddaballapura,madhure kodihalli,kanasawadi,3349
bengaluru rural,doddaballapura,melekote,melekote,4409
bengaluru rural,doddaballapura,muthasandra,rajaghatta,5047
bengaluru rural,doddaballapura,rajaghatta,konaghatta,3722
bengaluru rural,doddaballapura,rajaghatta,rajaghatta,5047
bengaluru rural,doddaballapura,s s ghati,melinajuganahalli,4416
bengaluru rural,doddaballapura,sakkare gollahalli,sakkaregollahalli,5163
bengaluru rural,doddaballapura,sasalu,sasalu,5253
bengaluru rural,doddaballapura,thippuru,thippuru,5730
bengaluru rural,doddaballapura,tubugere,hadonahalli,6519
bengaluru rural,doddaballapura,tubugere,tubagere,5818
bengaluru rural,hosakote,alappanahalli,kumbalahalli,3869
bengaluru rural,hosakote,alappanahalli,lakkondahalli,3996
bengaluru rural,hosakote,beguru,chokkahalli,6179
bengaluru rural,hosakote,beguru,kambalipura,3320
bengaluru rural,hosakote,bendiganahalli,dodda aralagere,1859
bengaluru rural,hosakote,bendiganahalli,ittasandra,2983
bengaluru rural,hosakote,bylanarasapura,bylanarasapura,1446
bengaluru rural,hosakote,bylanarasapura,nelavagilu,6443
bengaluru rural,hosakote,devanagundi,anugondanahalli,743
bengaluru rural,hosakote,devanagundi,devanagundi,1778
bengaluru rural,hosakote,doddagattiganabbe,dodda gattiganabbe,1865
bengaluru rural,hosakote,doddagattiganabbe,vagata,5944
bengaluru rural,hosakote,doddahulluru,chokkahalli,6179
bengaluru rural,hosakote,doddahulluru,dodda hulluru,1868
bengaluru rural,hosakote,doddahulluru,kumbalahalli,3869
bengaluru rural,hosakote,doddanallala,dodda nallala,1872
bengaluru rural,hosakote,doddanallala,orohalli,4906
bengaluru rural,hosakote,jadigenahalli,jadigenahalli,3000
bengaluru rural,hosakote,jadigenahalli,khaji hosahalli,3585
bengaluru rural,hosakote,jadigenahalli,orohalli,4906
bengaluru rural,hosakote,kalkunte,ganagaluru,2038
bengaluru rural,hosakote,kalkunte,kalkunte agrahara,3265
bengaluru rural,hosakote,mugabala,dodda nallala,1872
bengaluru rural,hosakote,mugabala,mugabala,4521
bengaluru rural,hosakote,nelavagilu,ittasandra,2983
bengaluru rural,hosakote,nelavagilu,nelavagilu,6443
bengaluru rural,hosakote,samethanahalli,muthsandra,4590
bengaluru rural,hosakote,samethanahalli,samethanahalli,5185
bengaluru rural,hosakote,shivanapura,shivanapura,5381
bengaluru rural,hosakote,sulibele,giddappanahalli,2098
bengaluru rural,hosakote,sulibele,sulibele,5531
bengaluru rural,hosakote,t agrahara,dodda aralagere,1859
bengaluru rural,hosakote,t agrahara,giddappanahalli,2098
bengaluru rural,hosakote,thavarekere,hettakki,6170
bengaluru rural,hosakote,thavarekere,thavarekere,6386
bengaluru rural,hosakote,vagata,khaji hosahalli,3585
bengaluru rural,hosakote,vagata,vagata,5944
bengaluru rural,nelamangala,agalakuppe,agalakuppe,537
bengaluru rural,nelamangala,arebommanahalli,arebommanahalli,786
bengaluru rural,nelamangala,basavanahalli,gollahalli,6281
bengaluru rural,nelamangala,basavanahalli,kanegondanahall,213009346
bengaluru rural,nelamangala,bommanahalli,bhoodihal,1298
bengaluru rural,nelamangala,dodda bele,doddabele,1885
bengaluru rural,nelamangala,dodda bele,kodigenahalli,3659
bengaluru rural,nelamangala,hanumanthegowdanapalya,srinivasapura,5505
bengaluru rural,nelamangala,hasuruvalli,doddabele,1885
bengaluru rural,nelamangala,hasuruvalli,hasuravalli,2506
bengaluru rural,nelamangala,honnenahalli,honnenahalli,6470
bengaluru rural,nelamangala,kempalinganahalli,kanegondanahall,213009346
bengaluru rural,nelamangala,kempalinganahalli,srinivasapura,5505
bengaluru rural,nelamangala,kuluvanahalli,kalalaghatta,3237
bengaluru rural,nelamangala,kuluvanahalli,kuluvanahalli,3866
bengaluru rural,nelamangala,manne,kodigenahalli,3659
bengaluru rural,nelamangala,manne,manne,4268
bengaluru rural,nelamangala,maralakunte,maralakunte,4290
bengaluru rural,nelamangala,nelamangala town,yantaganahalli,6097
bengaluru rural,nelamangala,shivagange,shivagange,5375
bengaluru rural,nelamangala,soladevanahalli,soladevanahalli,5448
bengaluru rural,nelamangala,sompura,agalakuppe,537
bengaluru rural,nelamangala,sompura,sompura,5467
bengaluru rural,nelamangala,t. beguru,t. beguru,5582
bengaluru rural,nelamangala,thyamagondlu,kalalaghatta,3237
bengaluru rural,nelamangala,thyamagondlu,thyamagondlu,5767
bengaluru rural,nelamangala,urdu nelamangala,kuluvanahalli,3866
bengaluru rural,nelamangala,yantaganahalli,yantaganahalli,6097
mandya,h.d.kote,baburayana koppalu,t.m.hosuru,5588
mandya,krishnaraja pet,akki hebbalu,akkihebbalu,581
mandya,krishnaraja pet,akki hebbalu,alambadi kaval,602
mandya,krishnaraja pet,anegola,anegola,708
mandya,krishnaraja pet,anegola,madapura,4079
mandya,krishnaraja pet,balenahalli,ballena hally,213009335
mandya,krishnaraja pet,balenahalli,ichana hally,2916
mandya,krishnaraja pet,bandihole,bandihole,1024
mandya,krishnaraja pet,bandihole,makavally,4140
mandya,krishnaraja pet,beeruvally,beeruvally,1130
mandya,krishnaraja pet,bharathipura cross,aghalaya,549
mandya,krishnaraja pet,bharathipura cross,bharathipura cross,1274
mandya,krishnaraja pet,bookana kere,ballekere,213009339
mandya,krishnaraja pet,bookana kere,bookinakere,1397
mandya,krishnaraja pet,dabbeghatta,dabbeghatta,6459
mandya,krishnaraja pet,gandhinagara,chowdena hally,1683
mandya,krishnaraja pet,gandhinagara,hirekalale,2642
mandya,krishnaraja pet,ganjigere,ganjigere,2058
mandya,krishnaraja pet,haralahally,haralahally,2451
mandya,krishnaraja pet,hariharapura,hariharapura,6624
mandya,krishnaraja pet,hariharapura,maduvina kodi,4114
mandya,krishnaraja pet,harirayanahalli,agraharabachahally,554
mandya,krishnaraja pet,ikanahally,ikanahally,2932
mandya,krishnaraja pet,ikanahally,kikkeri,3604
mandya,krishnaraja pet,jagina kere,ranganathapura cross,5094
mandya,krishnaraja pet,jagina kere,sarangi,5240
mandya,krishnaraja pet,kikkeri,chowdena hally,1683
mandya,krishnaraja pet,kikkeri,kikkeri,3604
mandya,krishnaraja pet,krishnaraja pet,murukana hally,4576
mandya,krishnaraja pet,lakshmipura,lakshmipura,6619
mandya,krishnaraja pet,mandagere,mandagere,4227
mandya,krishnaraja pet,ranganathapura cross,ranganathapura cross,5094
mandya,krishnaraja pet,santhe bacha hally,aghalaya,549
mandya,krishnaraja pet,santhe bacha hally,santhebachahally,5219
mandya,krishnaraja pet,shilanere,murukana hally,4576
mandya,krishnaraja pet,shilanere,sheelanere,5319
mandya,krishnaraja pet,sindhaghatta,haralahally,2451
mandya,krishnaraja pet,sindhaghatta,sindughatta,5419
mandya,krishnaraja pet,somana hally,alambadi kaval,602
mandya,krishnaraja pet,somana hally,somana hally,213009337
mandya,krishnaraja pet,tendekere,murukana hally,4576
mandya,krishnaraja pet,tendekere,thendekere,5712
mandya,krishnaraja pet,vittalapura,ballekere,213009339
mandya,krishnaraja pet,vittalapura,vittalapura,6591
mandya,maddur,abalavadi,abalavadi,498
mandya,maddur,abalavadi,bidarakote,1319
mandya,maddur,annuru,bharathinagara,1273
mandya,maddur,annuru,bidara hally,1313
mandya,maddur,besagara hally,besagara hally,1231
mandya,maddur,besagara hally,hosakere,6491
mandya,maddur,chikkaarasinakere,chikkaarasina kere,1565
mandya,maddur,chikkaarasinakere,kyathaghatta,3977
mandya,maddur,gejjalagere,gejjalagere,2083
mandya,maddur,gejjalagere,sadolalu,5148
mandya,maddur,gejjalagere,valagere hally,5956
mandya,maddur,hebbaralu,hoothagere,2767
mandya,maddur,hemmanahally,hemmana hally,2575
mandya,maddur,hemmanahally,kadalooru,3162
mandya,maddur,k. honnalagere,alooru,6409
mandya,maddur,k. honnalagere,k.honnalagere,3121
mandya,maddur,k.bellur,k.belluru,3117
mandya,maddur,k.bellur,koolagere,3754
mandya,maddur,k.h. koppalu,bekkalale,1139
mandya,maddur,k.k. hally,k.shettahally,213009336
mandya,maddur,k.k. hally,kadukothana hally,3194
mandya,maddur,k.k. hally,yadagana hally,6038
mandya,maddur,kesthur,athagooru,824
mandya,maddur,kesthur,kesthuru,3576
mandya,maddur,koppa,koppa,6451
mandya,maddur,koppa,thaggahally,5676
mandya,maddur,kowdale,hosagavi,2783
mandya,maddur,kowdale,kowdle,3816
mandya,maddur,madarahalli,doddarasina kere,1917
mandya,maddur,madarahalli,madarahally,4080
mandya,maddur,maddur,chamana hally,1477
mandya,maddur,mallanakuppe,mallana kuppe,4185
mandya,maddur,nagarakere,goravana hally,2152
mandya,maddur,nagarakere,nagara kere,4647
mandya,maddur,niluvagilu,maraliga,4293
mandya,maddur,niluvagilu,niluvagilu,6518
mandya,maddur,somanahalli,nidaghatta,213009340
mandya,maddur,somanahalli,somana hally,5456
mandya,maddur,thorebommanahally,menasagere,4426
mandya,maddur,thorebommanahally,s.i. honnalagere,5142
mandya,maddur,thorebommanahally,thorebommana hally,5748
mandya,malavally,b g pura,boppegowdana pura,1399
mandya,malavally,bandur,bandur,1027
mandya,malavally,bandur,dugganahally,1958
mandya,malavally,belakavadi,belakavadi,1159
mandya,malavally,belakavadi,kaggalipura,3206
mandya,malavally,byadarahalli,byadara haly,1426
mandya,malavally,chottana halli,chottana hally,1676
mandya,malavally,chottana halli,marehally,4309
mandya,malavally,d.halasa halli,d.halasahally,1709
mandya,malavally,d.halasa halli,danagooru,1730
mandya,malavally,gundapura,h.basavapura,2278
mandya,malavally,gundapura,dalavayi kodi hally,1725
mandya,malavally,h. h. koppalu,chikkamulagoodu,1596
mandya,malavally,h. h. koppalu,hittana hally,2694
mandya,malavally,hadli,agasana pura,543
mandya,malavally,hadli,hadly,2299
mandya,malavally,halagur,halaguru,2323
mandya,malavally,halagur,thorekadana hally,5749
mandya,malavally,halagur,dalavayi kodi hally,1725
mandya,malavally,hosa hally,hosa hally,2774
mandya,malavally,hosa hally,pandithahally,4950
mandya,malavally,huskuru,huskuru,2899
mandya,malavally,huskuru,yathambadi,6120
mandya,malavally,kalkuni,bendaravadi,1220
mandya,malavally,kalkuni,kalkuni,3264
mandya,malavally,kirugavalu,kirugavalu,3623
mandya,malavally,kirugavalu,mikkere,4440
mandya,malavally,kyathegowdanadoddi,kandagala,3360
mandya,malavally,kyathegowdanadoddi,nidaghatta,4836
mandya,malavally,nitturu,lingapattana,4018
mandya,malavally,nitturu,nitturu,4876
mandya,malavally,purigali,nitturu,4876
mandya,malavally,purigali,purigali,5027
mandya,malavally,purigali,saragooru,5237
mandya,malavally,ragibommana hally,ragibommana hally,5041
mandya,malavally,ragibommana hally,shettahally,5324
mandya,malavally,ravani,kundooru,6556
mandya,malavally,ravani,kyathana hally,3979
mandya,malavally,sujjaloor,sujjalooru,5521
mandya,malavally,t.kagepura,nelamakana hally,4794
mandya,malavally,t.kagepura,thalagavadi,5679
mandya,mandya north,baby,baby,887
mandya,mandya north,baby,kambadahalli,3316
mandya,mandya north,basaralu,basaralu,1079
mandya,mandya north,bevkal,bevakallu,1249
mandya,mandya north,bilidegulu,b. hosuru,868
mandya,mandya north,bilidegulu,hulivana,2842
mandya,mandya north,chandagalu,chandagalu,1485
mandya,mandya north,chandagalu,hullenahalli,2852
mandya,mandya north,chandagalu,keragodu (mandya),213009022
mandya,mandya north,doddagarudanahalli,doddagarudanahalli,1893
mandya,mandya north,doddagarudanahalli,upparakanahalli,5912
mandya,mandya north,doddakottagere,shivapura,5386
mandya,mandya north,doddakottagere,uppurakana hally,5919
mandya,mandya north,dudda,dudda,1955
mandya,mandya north,dudda,mudaganduru,4486
mandya,mandya north,hallegere,hallegere,2355
mandya,mandya north,holalu,h. malligere,2277
mandya,mandya north,holalu,holalu,2712
mandya,mandya north,jodihodaghatta,hodaghatta,2699
mandya,mandya north,jodihodaghatta,maragowdanahalli,4287
mandya,mandya north,keelara,alakere,597
mandya,mandya north,keelara,keelara,3525
mandya,mandya north,keregodu,keragodu,3556
mandya,mandya north,muttegere,g. malligere,2005
mandya,mandya north,muttegere,muttegere,4600
mandya,mandya north,shivalli,ganadalu,2035
mandya,mandya north,shivalli,shivalli,5378
