state,division,revenue_district,district,block,academic_year,n_schools_4_6,n_schools_govt,pct_govt_schools,pct_private_schools,pct_rural_schools,enrolment_all,enrolment_govt,teachers_govt,ptr_govt,pct_female_teachers_govt,pct_teachers_graduate_plus_govt,pct_sch_electricity_govt,pct_sch_library_govt,pct_sch_playground_govt,pct_sch_tapwater_functional_govt,pct_sch_internet_govt,pct_sch_computer_lab_govt,pct_sch_ramps_govt,pct_sch_reading_corner_govt,pct_sch_handwash_meal_govt,pct_sch_kannada_medium_govt,pct_sch_preprimary_govt,girls_func_toilets_per_school_govt,good_classrooms_per_school_govt,acad_inspections_per_school_govt,crc_coordinators_per_school_govt,smc_meetings_per_school_govt,mean_instruction_days_govt,avg_govt_school_size
KARNATAKA,Mysuru,Hassan,HASSAN,ALUR,2023-24,159,148,93.08,6.92,94.97,7463.0,4466.0,335.0,13.33,53.13,57.61,97.97,100.0,56.08,100.0,6.76,8.11,91.22,99.32,99.32,96.62,3.47,1.7,2.66,1.27,14.76,7.6,231.98,30.2
KARNATAKA,Mysuru,Hassan,HASSAN,ARAKALAGUDU,2023-24,321,296,92.21,7.79,92.52,17879.0,10696.0,689.0,15.52,45.43,49.2,99.32,100.0,52.36,97.64,10.81,5.74,96.28,100.0,100.0,93.24,3.81,1.25,2.59,1.29,12.61,7.98,242.72,36.1
KARNATAKA,Mysuru,Hassan,HASSAN,ARASIKERE,2023-24,443,396,89.39,10.61,92.33,28143.0,14565.0,1061.0,13.73,50.9,45.62,98.48,100.0,37.37,93.43,10.35,4.55,89.14,98.74,86.62,93.69,10.8,1.17,2.25,0.68,12.55,5.61,239.83,36.8
KARNATAKA,Mysuru,Hassan,HASSAN,BELUR,2023-24,311,285,91.64,8.36,92.6,16922.0,9426.0,678.0,13.9,48.53,55.9,98.95,100.0,55.09,98.6,38.95,3.86,89.47,96.84,97.54,93.33,4.3,1.29,2.3,2.51,10.57,7.44,240.41,33.1
KARNATAKA,Mysuru,Hassan,HASSAN,CHANNARAYAPATNA,2023-24,431,377,87.47,12.53,92.81,25666.0,10726.0,855.0,12.55,50.41,38.71,100.0,100.0,55.17,97.35,14.06,8.22,83.29,94.96,90.19,95.76,2.16,1.21,1.95,1.09,7.69,5.39,231.44,28.5
KARNATAKA,Mysuru,Hassan,HASSAN,HASSAN,2023-24,487,395,81.11,18.89,73.72,48889.0,15246.0,1030.0,14.8,62.82,52.91,98.23,100.0,66.84,96.71,22.28,7.34,90.13,97.72,93.16,93.67,8.79,1.21,2.45,1.31,14.03,6.83,242.88,38.6
KARNATAKA,Mysuru,Hassan,HASSAN,HOLENARASIPURA,2023-24,287,265,92.33,7.67,90.94,17486.0,10521.0,671.0,15.68,42.32,39.34,99.25,100.0,53.21,98.87,20.38,1.89,95.47,100.0,100.0,93.21,0.79,1.42,2.62,0.18,10.41,5.78,242.64,39.7
KARNATAKA,Mysuru,Hassan,HASSAN,SAKALESHAPURA,2023-24,181,161,88.95,11.05,89.5,11426.0,6204.0,398.0,15.59,64.82,67.34,96.27,100.0,73.29,91.3,6.21,3.11,83.23,98.14,95.65,92.55,3.85,1.39,2.66,0.49,6.9,7.73,242.41,38.5
KARNATAKA,Belagavi,Haveri,HAVERI,BYADAGI,2023-24,136,118,86.76,13.24,77.94,19253.0,14491.0,558.0,25.97,49.1,69.53,99.15,99.15,83.05,91.53,17.8,14.41,94.92,89.83,92.37,80.51,4.42,1.28,4.86,1.65,9.42,5.99,236.98,122.8
KARNATAKA,Belagavi,Haveri,HAVERI,HANAGAL,2023-24,283,243,85.87,14.13,91.17,35242.0,28293.0,1008.0,28.07,41.87,74.6,97.94,99.59,76.95,95.88,21.4,10.7,92.59,95.47,95.06,74.9,7.33,1.28,3.95,1.6,6.14,5.67,227.74,116.4
KARNATAKA,Belagavi,Haveri,HAVERI,HAVERI,2023-24,245,187,76.33,23.67,73.06,43692.0,28194.0,981.0,28.74,48.73,63.4,98.4,97.33,73.26,96.26,19.25,14.97,89.84,88.77,97.86,77.01,6.21,1.21,5.23,2.28,6.9,4.53,235.17,150.8
KARNATAKA,Belagavi,Haveri,HAVERI,HIREKERUR,2023-24,246,217,88.21,11.79,92.28,26820.0,20165.0,918.0,21.97,39.65,57.95,99.08,99.54,64.06,95.39,16.13,10.14,87.1,94.47,94.01,75.58,3.81,1.24,3.88,5.96,8.82,5.38,236.97,92.9
KARNATAKA,Belagavi,Haveri,HAVERI,RANNEBENNUR,2023-24,296,220,74.32,25.68,70.61,48844.0,27090.0,1082.0,25.04,50.28,59.7,100.0,95.0,64.09,94.55,20.45,8.64,85.0,93.18,91.36,82.73,8.45,1.49,4.68,2.0,7.08,4.29,231.38,123.1
KARNATAKA,Belagavi,Haveri,HAVERI,SAVANUR,2023-24,149,121,81.21,18.79,77.85,24854.0,18255.0,598.0,30.53,39.13,73.41,100.0,100.0,65.29,96.69,14.05,9.92,96.69,96.69,95.87,73.55,5.98,1.4,4.4,1.93,8.36,5.91,229.74,150.9
KARNATAKA,Belagavi,Haveri,HAVERI,SHIGGOAN,2023-24,206,176,85.44,14.56,77.18,28771.0,22852.0,738.0,30.96,48.78,66.8,99.43,99.43,74.43,94.32,18.75,9.66,93.18,96.59,96.59,72.73,6.59,1.32,4.81,1.53,8.74,5.8,234.54,129.8
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,AFZALPUR,2023-24,275,188,68.36,31.64,83.64,41844.0,30088.0,909.0,33.1,32.78,47.19,95.74,89.89,56.38,69.15,13.3,12.77,77.66,72.87,53.72,84.04,8.94,1.22,4.75,0.51,5.78,2.23,232.38,160.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,ALAND,2023-24,373,293,78.55,21.45,84.45,47194.0,35440.0,1168.0,30.34,39.55,49.57,94.54,95.9,53.58,81.23,19.11,8.53,66.55,66.55,63.14,83.28,6.38,1.24,4.88,1.53,7.69,2.98,228.51,121.0
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,CHINCHOLI,2023-24,367,298,81.2,18.8,91.01,36049.0,27556.0,743.0,37.09,38.22,57.87,88.26,94.63,75.5,83.22,8.39,6.38,85.23,88.93,50.67,83.89,9.38,1.12,4.26,0.93,5.42,2.77,219.29,92.5
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,CHITTAPUR,2023-24,438,329,75.11,24.89,69.41,59258.0,41421.0,1275.0,32.49,59.84,54.82,97.87,90.27,44.98,85.71,15.81,8.21,75.68,58.97,55.32,80.55,6.82,1.51,5.12,0.9,5.7,2.45,227.82,125.9
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,GULBARGA NORTH,2023-24,595,273,45.88,54.12,32.44,107681.0,36008.0,1216.0,29.61,64.97,51.81,94.14,93.04,49.08,66.3,20.15,8.79,74.73,65.93,60.81,71.06,12.21,1.68,6.15,1.08,5.22,2.08,228.03,131.9
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,GULBARGA SOUTH,2023-24,422,212,50.24,49.76,51.66,77603.0,30145.0,1050.0,28.71,66.0,52.0,98.11,100.0,67.92,66.51,16.51,7.08,83.02,55.19,59.43,82.08,6.44,1.65,6.01,5.22,9.43,2.58,233.05,142.2
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,JEWARGI,2023-24,382,257,67.28,32.72,75.65,52473.0,42560.0,1019.0,41.77,35.53,62.71,98.44,96.5,56.81,59.14,21.79,6.23,93.39,73.93,56.42,83.27,4.53,1.21,5.14,0.79,4.89,2.97,220.22,165.6
KARNATAKA,Kalaburagi,Kalaburagi,KALBURGI,SEDAM,2023-24,287,244,85.02,14.98,85.37,32271.0,23242.0,690.0,33.68,48.41,57.39,88.93,97.54,34.02,81.97,8.2,6.15,77.87,54.51,62.7,80.33,2.98,1.25,4.5,1.03,8.71,3.3,232.73,95.3
KARNATAKA,Mysuru,Kodagu,KODAGU,MADIKERI,2023-24,159,126,79.25,20.75,88.68,19182.0,7515.0,415.0,18.11,81.45,57.59,100.0,100.0,81.75,71.43,20.63,16.67,93.65,97.62,97.62,96.03,2.46,2.21,4.33,1.53,4.9,7.61,236.05,59.6
KARNATAKA,Mysuru,Kodagu,KODAGU,SOMAVARPET,2023-24,193,152,78.76,21.24,93.78,25058.0,9368.0,552.0,16.97,66.49,64.31,100.0,100.0,94.08,99.34,16.45,17.76,100.0,98.03,100.0,96.05,4.83,2.32,4.36,1.62,7.59,7.36,232.95,61.6
KARNATAKA,Mysuru,Kodagu,KODAGU,VIRAJPET,2023-24,176,131,74.43,25.57,93.18,22787.0,8806.0,356.0,24.74,78.65,64.61,96.95,99.24,90.08,77.1,30.53,14.5,98.47,97.71,100.0,95.42,3.12,2.34,4.44,1.89,7.15,6.64,237.56,67.2
KARNATAKA,Bengaluru,Kolar,KOLAR,BANGARAPETE,2023-24,314,263,83.76,16.24,87.58,25838.0,11848.0,612.0,19.36,59.48,51.63,100.0,100.0,25.86,90.11,9.13,4.94,71.86,92.78,77.57,92.4,1.16,1.4,2.3,3.37,8.16,5.18,237.41,45.0
KARNATAKA,Bengaluru,Kolar,KOLAR,K G F,2023-24,261,202,77.39,22.61,73.95,28070.0,9481.0,499.0,19.0,66.53,54.31,99.01,100.0,22.28,88.12,17.82,4.95,53.96,94.55,68.81,86.63,1.52,1.46,2.56,3.22,8.07,5.87,235.96,46.9
KARNATAKA,Bengaluru,Kolar,KOLAR,KOLAR,2023-24,502,391,77.89,22.11,76.69,48606.0,18443.0,1126.0,16.38,60.75,46.98,99.23,100.0,41.18,90.79,23.27,7.93,69.57,93.61,83.12,85.42,2.62,1.27,2.91,3.76,9.42,5.85,233.69,47.2
KARNATAKA,Bengaluru,Kolar,KOLAR,MALUR,2023-24,369,328,88.89,11.11,92.41,31591.0,14230.0,794.0,17.92,53.53,49.5,99.7,100.0,30.49,96.34,50.0,6.71,60.37,95.43,89.02,90.24,5.28,1.42,2.46,3.15,7.38,6.25,239.37,43.4
KARNATAKA,Bengaluru,Kolar,KOLAR,MULBAGAL,2023-24,455,399,87.69,12.31,88.35,27547.0,16617.0,944.0,17.6,53.07,58.69,97.99,99.75,30.33,95.99,21.8,6.52,56.64,91.73,81.45,88.97,2.82,1.23,2.17,2.65,7.82,5.77,232.47,41.6
KARNATAKA,Bengaluru,Kolar,KOLAR,SRINIVASAPUR,2023-24,345,299,86.67,13.33,94.2,23251.0,10155.0,724.0,14.03,46.41,48.48,99.0,98.66,30.77,68.9,12.37,6.69,55.18,89.3,79.26,91.3,3.1,1.44,2.45,2.39,8.1,5.22,231.28,34.0
KARNATAKA,Kalaburagi,Koppal,KOPPAL,GANGAVATHI,2023-24,491,346,70.47,29.53,68.23,79987.0,51441.0,1144.0,44.97,44.58,73.6,94.22,95.95,62.72,85.84,19.65,9.25,77.75,90.75,91.91,89.31,3.63,1.51,4.24,0.79,4.7,3.62,231.92,148.7
KARNATAKA,Kalaburagi,Koppal,KOPPAL,KOPPAL,2023-24,356,252,70.79,29.21,74.72,68403.0,46933.0,1328.0,35.34,45.03,69.58,97.22,94.44,60.71,86.11,17.86,6.75,86.9,86.9,91.27,88.49,6.72,1.55,5.25,0.85,7.57,4.13,229.86,186.2
KARNATAKA,Kalaburagi,Koppal,KOPPAL,KUSTAGI,2023-24,297,237,79.8,20.2,79.46,50608.0,44427.0,978.0,45.43,37.42,64.31,93.25,93.25,54.43,86.92,22.78,8.86,81.43,86.5,82.7,91.56,3.08,1.51,5.96,1.28,6.08,3.95,215.0,187.5
KARNATAKA,Kalaburagi,Koppal,KOPPAL,YELBURGA,2023-24,269,217,80.67,19.33,85.87,48438.0,41778.0,1000.0,41.78,37.6,64.7,96.31,93.09,53.0,96.31,80.65,13.36,94.47,89.86,72.35,90.78,4.5,1.73,6.6,1.48,4.94,3.34,223.85,192.5
KARNATAKA,Mysuru,Mandya,MANDYA,KRISHNARAJA PET,2023-24,355,321,90.42,9.58,94.65,20874.0,13069.0,767.0,17.04,34.94,45.89,99.07,100.0,66.04,100.0,11.21,7.17,100.0,94.39,92.21,95.64,3.19,1.31,2.44,0.49,6.79,4.87,241.29,40.7
KARNATAKA,Mysuru,Mandya,MANDYA,MADDUR,2023-24,285,225,78.95,21.05,92.28,28579.0,12323.0,601.0,20.5,51.75,60.4,100.0,100.0,88.44,99.11,100.0,6.22,99.11,67.11,85.78,95.56,7.34,1.4,3.77,1.31,7.14,7.12,233.66,54.8
KARNATAKA,Mysuru,Mandya,MANDYA,MALAVALLY,2023-24,292,240,82.19,17.81,89.04,22030.0,13094.0,572.0,22.89,48.78,51.92,97.5,99.58,46.67,97.08,8.33,11.67,97.92,84.58,85.83,95.42,6.14,1.35,3.15,0.61,3.96,4.68,240.48,54.6
KARNATAKA,Mysuru,Mandya,MANDYA,MANDYA NORTH,2023-24,181,171,94.48,5.52,100.0,9763.0,7695.0,421.0,18.28,57.48,57.01,99.42,100.0,89.47,97.08,71.35,4.68,100.0,90.06,91.81,97.08,6.55,1.43,3.35,1.64,4.54,5.19,203.18,45.0
KARNATAKA,Mysuru,Mandya,MANDYA,MANDYA SOUTH,2023-24,188,125,66.49,33.51,56.38,30735.0,9618.0,443.0,21.71,66.59,47.18,100.0,100.0,64.0,96.8,74.4,16.8,100.0,93.6,81.6,84.8,6.5,1.7,4.9,1.88,4.25,1.1,233.33,76.9
KARNATAKA,Mysuru,Mandya,MANDYA,NAGAMANGALA,2023-24,289,265,91.7,8.3,87.54,16228.0,8945.0,550.0,16.26,48.91,57.27,100.0,100.0,73.96,95.85,27.55,4.91,100.0,89.81,92.45,94.72,3.09,1.5,2.4,0.98,8.3,6.94,243.2,33.8
KARNATAKA,Mysuru,Mandya,MANDYA,PANDAVAPURA,2023-24,200,173,86.5,13.5,92.0,17928.0,9757.0,525.0,18.58,49.52,60.38,98.27,100.0,73.41,98.84,50.29,9.83,99.42,93.06,96.53,92.49,7.23,1.73,2.97,0.39,8.23,7.7,239.34,56.4
KARNATAKA,Mysuru,Mandya,MANDYA,SRIRANGA PATNA,2023-24,179,132,73.74,26.26,86.03,19184.0,7073.0,406.0,17.42,65.76,48.52,98.48,100.0,76.52,99.24,20.45,6.82,95.45,94.7,86.36,91.67,6.35,1.84,3.62,2.14,6.67,6.45,237.2,53.6
KARNATAKA,Mysuru,Mysuru,MYSURU,H.D.KOTE,2023-24,350,323,92.29,7.71,90.57,26834.0,20081.0,1123.0,17.88,52.72,66.34,100.0,100.0,98.14,95.98,100.0,9.91,100.0,98.14,100.0,95.98,2.53,1.63,3.16,1.0,7.78,6.66,241.69,62.2
KARNATAKA,Mysuru,Mysuru,MYSURU,HUNSUR,2023-24,349,301,86.25,13.75,88.83,35533.0,18829.0,973.0,19.35,50.05,56.94,100.0,100.0,91.36,95.02,100.0,12.62,99.0,98.67,98.01,92.03,3.41,1.59,2.99,3.81,14.87,8.32,240.77,62.6
KARNATAKA,Mysuru,Mysuru,MYSURU,K.R.NAGARA,2023-24,278,241,86.69,13.31,88.13,21245.0,12936.0,750.0,17.25,40.0,48.13,99.59,100.0,94.61,98.76,100.0,7.05,98.34,97.93,99.59,92.53,5.17,1.52,3.16,1.18,9.74,7.84,243.01,53.7
KARNATAKA,Mysuru,Mysuru,MYSURU,MYSORE NORTH,2023-24,253,111,43.87,55.34,0.0,73877.0,17260.0,637.0,27.1,77.24,56.99,100.0,100.0,81.08,99.1,91.89,21.62,90.99,97.3,99.1,56.76,20.19,3.01,6.66,2.29,10.07,7.95,242.5,155.5
KARNATAKA,Mysuru,Mysuru,MYSURU,MYSORE RURAL,2023-24,369,230,62.33,37.67,100.0,74437.0,20454.0,1000.0,20.45,70.4,55.7,100.0,100.0,86.09,97.83,86.09,19.57,99.57,98.7,98.7,93.04,4.02,1.92,3.79,2.18,13.37,8.97,240.58,88.9
KARNATAKA,Mysuru,Mysuru,MYSURU,MYSORE SOUTH,2023-24,145,62,42.76,57.24,0.0,45437.0,7029.0,279.0,25.19,77.78,62.72,100.0,100.0,95.16,100.0,93.55,58.06,88.71,100.0,100.0,87.1,36.07,2.56,6.35,5.31,19.0,7.34,239.87,113.4
KARNATAKA,Mysuru,Mysuru,MYSURU,NANJANAGUD,2023-24,319,277,86.83,13.17,89.03,43082.0,26084.0,1102.0,23.67,57.35,61.07,100.0,100.0,91.7,97.47,100.0,16.61,95.31,96.03,95.31,92.06,4.87,1.9,3.95,2.23,12.89,6.86,238.29,94.2
KARNATAKA,Mysuru,Mysuru,MYSURU,PERIYA PATNA,2023-24,318,284,89.31,10.69,94.34,25125.0,15106.0,688.0,21.96,40.55,57.85,99.65,100.0,94.37,96.48,79.93,11.62,94.72,99.3,96.83,91.2,4.69,1.36,2.99,1.43,12.79,8.22,240.34,53.2
KARNATAKA,Mysuru,Mysuru,MYSURU,T.N.PURA,2023-24,274,234,85.4,14.6,85.4,28258.0,15653.0,793.0,19.74,55.74,56.49,100.0,100.0,89.32,98.72,49.57,7.26,95.3,97.44,97.01,93.16,3.1,1.34,3.26,1.91,10.23,7.85,233.05,66.9
KARNATAKA,Kalaburagi,Raichur,RAICHUR,DEVADURGA,2023-24,403,334,82.88,17.12,85.36,52508.0,43324.0,942.0,45.99,41.4,75.16,93.41,94.61,33.23,83.53,11.68,5.69,67.07,82.93,63.17,93.41,3.74,1.54,3.6,1.02,8.52,3.39,230.32,129.7
KARNATAKA,Kalaburagi,Raichur,RAICHUR,LINGASUGUR,2023-24,442,341,77.15,22.85,72.17,69901.0,52765.0,1236.0,42.69,39.81,66.42,95.01,91.2,35.19,92.67,12.9,5.87,77.71,80.65,64.81,92.08,6.08,1.66,4.93,0.43,5.21,3.07,227.48,154.7
KARNATAKA,Kalaburagi,Raichur,RAICHUR,MANVI,2023-24,408,291,71.32,28.68,81.13,61982.0,42392.0,873.0,48.56,41.81,72.74,97.59,96.56,38.14,92.78,19.93,7.56,71.13,90.03,61.86,91.41,6.12,1.65,4.79,1.32,8.27,3.74,229.93,145.7
KARNATAKA,Kalaburagi,Raichur,RAICHUR,RAICHUR,2023-24,458,293,63.97,36.03,53.49,99343.0,57004.0,1257.0,45.35,61.73,65.16,96.93,99.32,57.0,93.52,20.14,8.53,61.43,74.74,68.94,82.94,6.52,1.67,5.73,0.87,7.52,3.12,232.96,194.6
KARNATAKA,Kalaburagi,Raichur,RAICHUR,SINDHANUR,2023-24,457,319,69.8,30.2,71.77,63822.0,43340.0,1074.0,40.35,35.85,75.23,100.0,84.33,52.35,94.98,32.92,12.85,76.49,88.71,79.0,87.46,3.95,1.64,4.82,1.03,8.47,5.4,236.61,135.9
KARNATAKA,Bengaluru,Ramanagara,RAMANAGARA,CHANNAPATNA,2023-24,284,235,82.75,17.25,76.76,25849.0,13837.0,630.0,21.96,61.43,62.06,99.15,100.0,48.94,97.02,65.11,15.74,92.77,97.45,90.21,86.81,3.11,1.45,2.87,0.48,10.99,7.63,236.11,58.9
KARNATAKA,Bengaluru,Ramanagara,RAMANAGARA,KANAKAPURA,2023-24,480,423,88.12,11.88,93.12,32255.0,17383.0,851.0,20.43,58.52,66.51,98.82,100.0,42.32,96.45,11.35,8.51,89.83,86.29,89.83,94.09,2.68,1.55,2.3,1.01,6.35,6.51,235.92,41.1
KARNATAKA,Bengaluru,Ramanagara,RAMANAGARA,MAGADI,2023-24,374,347,92.78,7.22,94.12,19602.0,10976.0,726.0,15.12,45.87,38.71,100.0,100.0,34.29,96.54,20.17,6.34,94.24,94.24,92.22,90.78,2.95,1.3,2.17,0.59,11.86,5.97,238.5,31.6
KARNATAKA,Bengaluru,Ramanagara,RAMANAGARA,RAMANAGARA,2023-24,343,265,77.26,22.74,66.76,37067.0,14530.0,647.0,22.46,61.05,46.68,100.0,100.0,33.21,97.74,25.66,12.08,93.21,93.58,91.7,89.81,6.23,1.47,2.94,0.64,10.75,5.72,225.21,54.8
KARNATAKA,Bengaluru,Shivamogga,SHIVAMOGGA,BHADRAVATI,2023-24,358,300,83.8,16.2,68.44,37859.0,19951.0,1042.0,19.15,57.49,52.98,100.0,100.0,81.33,96.33,100.0,9.0,80.67,95.67,91.0,81.67,10.58,1.44,4.23,2.2,6.94,5.39,237.23,66.5
KARNATAKA,Bengaluru,Shivamogga,SHIVAMOGGA,HOSANAGAR,2023-24,243,225,92.59,7.41,96.71,12496.0,9082.0,489.0,18.57,50.31,70.76,100.0,100.0,87.11,87.11,32.89,5.33,96.0,87.11,77.78,95.11,6.33,1.12,3.13,1.07,6.94,5.73,241.26,40.4
KARNATAKA,Bengaluru,Shivamogga,SHIVAMOGGA,SAGAR,2023-24,351,316,90.03,9.97,86.32,24225.0,14399.0,842.0,17.1,59.14,71.38,100.0,100.0,90.19,74.68,81.01,7.59,95.89,94.62,94.62,93.99,5.83,1.28,3.22,0.97,7.4,6.59,238.8,45.6
KARNATAKA,Bengaluru,Shivamogga,SHIVAMOGGA,SHIKARIPUR,2023-24,289,253,87.54,12.46,81.31,29945.0,20953.0,1012.0,20.7,37.94,61.46,100.0,100.0,90.91,96.84,18.58,8.3,94.07,92.09,90.12,81.82,3.29,1.25,4.13,9.45,13.08,5.72,233.57,82.8
KARNATAKA,Bengaluru,Shivamogga,SHIVAMOGGA,SHIMOGA,2023-24,504,356,70.63,29.37,55.16,70012.0,27160.0,1488.0,18.25,65.73,62.7,100.0,100.0,62.64,93.26,28.09,10.67,83.43,92.42,88.76,84.55,7.2,1.72,4.29,0.94,7.6,5.12,235.06,76.3
KARNATAKA,Bengaluru,Shivamogga,SHIVAMOGGA,SORAB,2023-24,335,318,94.93,5.07,94.63,21135.0,17086.0,818.0,20.89,44.74,66.26,100.0,100.0,73.27,92.45,68.87,4.4,96.23,96.23,88.05,92.14,6.41,1.21,2.73,0.99,8.1,6.66,239.08,53.7
KARNATAKA,Bengaluru,Shivamogga,SHIVAMOGGA,THIRTHAHALLI,2023-24,220,204,92.73,7.27,94.09,12515.0,7606.0,448.0,16.98,61.16,68.08,100.0,100.0,92.65,81.37,47.55,10.78,87.25,98.04,97.55,97.55,3.52,1.32,3.51,0.81,8.07,6.58,240.17,37.3
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU,CHIKNAYAKANHALLI,2023-24,346,321,92.77,7.23,93.06,18749.0,13625.0,815.0,16.72,46.13,40.61,98.75,100.0,33.64,91.28,15.26,6.85,93.46,92.52,90.03,93.46,1.58,1.37,2.38,0.52,7.7,5.76,237.07,42.4
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU,GUBBI,2023-24,428,402,93.93,6.07,96.96,26228.0,15613.0,900.0,17.35,58.89,45.78,98.51,99.0,76.12,97.51,18.66,12.19,88.31,91.04,85.82,92.29,3.05,1.33,2.25,0.84,8.63,6.69,240.23,38.8
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU,KUNIGAL,2023-24,393,363,92.37,7.63,91.86,21018.0,10762.0,707.0,15.22,54.17,45.69,100.0,99.72,35.26,98.9,86.5,6.06,83.75,97.52,93.39,90.63,1.69,1.13,2.03,2.46,9.26,7.28,240.82,29.6
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU,TIPTUR,2023-24,315,277,87.94,12.06,87.62,21866.0,9803.0,661.0,14.83,60.21,46.44,99.28,100.0,47.29,99.28,10.83,6.5,94.22,96.75,94.95,94.22,2.57,1.16,2.53,0.51,8.31,5.89,236.32,35.4
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU,TUMKUR,2023-24,642,505,78.66,21.34,71.96,78028.0,32852.0,1606.0,20.46,69.36,44.21,100.0,100.0,35.05,96.24,17.03,11.88,79.41,96.83,85.54,86.34,3.43,1.52,3.09,1.08,9.21,7.02,238.42,65.1
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU,TURUVEKERE,2023-24,292,275,94.18,5.82,94.18,14234.0,8137.0,593.0,13.72,52.11,45.36,100.0,100.0,38.18,98.55,6.18,4.73,93.45,97.82,91.27,93.09,2.62,1.15,2.08,0.67,9.56,6.33,225.34,29.6
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU MADHUGIRI,KORATAGERE,2023-24,286,263,91.96,8.04,94.76,15721.0,10952.0,702.0,15.6,48.58,56.98,98.48,100.0,52.47,99.24,15.21,9.13,74.9,97.72,93.16,94.3,4.69,1.34,2.53,1.54,9.27,6.33,242.06,41.6
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU MADHUGIRI,MADHUGIRI,2023-24,390,355,91.03,8.97,92.56,25705.0,16064.0,882.0,18.21,44.78,54.65,99.44,100.0,58.59,98.03,24.51,6.2,78.03,98.31,94.93,93.52,4.05,1.26,2.86,1.02,11.35,5.83,241.69,45.3
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU MADHUGIRI,PAVAGADA,2023-24,280,244,87.14,12.86,91.79,25924.0,15492.0,615.0,25.19,40.49,63.74,96.31,100.0,59.84,92.62,15.98,11.07,81.15,95.9,95.08,94.26,2.58,1.66,3.12,2.13,10.98,5.54,238.01,63.5
KARNATAKA,Bengaluru,Tumakuru,TUMAKURU MADHUGIRI,SIRA,2023-24,467,425,91.01,8.99,89.51,36943.0,21589.0,1137.0,18.99,49.16,57.7,98.12,100.0,46.59,98.12,45.41,6.35,88.47,99.06,94.12,93.88,1.2,1.23,2.08,8.5,11.49,8.33,242.86,50.8
KARNATAKA,Mysuru,Udupi,UDUPI,BRAHAMAVARA,2023-24,170,140,82.35,17.65,81.76,34694.0,12691.0,452.0,28.08,69.91,56.64,100.0,100.0,98.57,71.43,36.43,17.14,100.0,100.0,100.0,99.29,4.35,1.82,5.31,0.44,8.24,6.47,242.37,90.6
KARNATAKA,Mysuru,Udupi,UDUPI,BYNDOOR,2023-24,211,192,91.0,9.0,100.0,23148.0,13311.0,591.0,22.52,59.05,70.05,99.48,100.0,87.5,68.75,18.23,11.46,98.96,97.92,100.0,97.92,8.42,1.4,3.53,0.83,3.95,7.4,237.48,69.3
KARNATAKA,Mysuru,Udupi,UDUPI,KARKALA,2023-24,202,166,82.18,17.82,89.6,26066.0,11420.0,494.0,23.12,72.67,58.3,100.0,100.0,98.8,90.96,86.14,12.05,95.78,97.59,99.4,98.19,2.47,1.6,3.97,0.77,5.03,6.37,240.13,68.8
KARNATAKA,Mysuru,Udupi,UDUPI,KUNDAPURA,2023-24,174,143,82.18,17.82,89.08,25277.0,11670.0,483.0,24.16,66.46,65.84,100.0,100.0,96.5,67.13,39.16,20.28,99.3,97.2,100.0,96.5,3.6,2.05,4.22,1.81,9.83,8.1,243.57,81.6
KARNATAKA,Mysuru,Udupi,UDUPI,UDUPI,2023-24,152,103,67.76,32.24,68.42,36134.0,11415.0,354.0,32.25,83.05,59.6,100.0,100.0,93.2,96.12,75.73,14.56,88.35,98.06,100.0,96.12,11.58,2.55,6.03,2.86,6.24,5.13,238.41,110.8
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,ANKOLA,2023-24,167,158,94.61,5.39,86.23,10796.0,7471.0,452.0,16.53,68.81,47.79,100.0,100.0,58.23,53.16,3.8,4.43,92.41,99.37,98.73,96.84,1.29,1.37,3.04,0.42,5.76,8.39,242.46,47.3
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,BHATKAL,2023-24,208,180,86.54,13.46,83.17,22964.0,10932.0,586.0,18.66,64.33,71.33,99.44,100.0,57.78,77.22,18.89,9.44,92.78,98.33,99.44,88.33,1.14,1.41,3.18,0.74,5.41,7.12,238.94,60.7
KARNATAKA,Belagavi,Uttara Kannada,UTTARA KANNADA,HONNAVAR,2023-24,297,274,92.26,7.74,92.59,17793.0,11674.0,807.0,14.47,61.71,67.16,100.0,100.0,50.36,64.23,17.88,5.47,96.72,98.18,99.27,90.51,0.74,1.2,2.49,0.27,6.54,6.03,241.79,42.6
