Year,GP_ID,canonical_district,block_id,cluster_id,District,Block,Cluster,GP,block_name,block_district,cluster_name,gp_name
2022-23,1677,Uttara Kannada,B0101,C0364,uttara kannada sirsi,mundagod,choudalli,choudalli,mundagod,Uttara Kannada,choudalli,choudalli
2022-23,2948,Uttara Kannada,B0101,C0747,uttara kannada sirsi,mundagod,indura,indura,mundagod,Uttara Kannada,indura,indura
2022-23,3648,Uttara Kannada,B0101,C1340,uttara kannada sirsi,mundagod,pala,kodambi,mundagod,Uttara Kannada,pala,kodambi
2022-23,679,Uttara Kannada,B0144,C0056,uttara kannada sirsi,yellapur,anagod,anagod,yellapur,Uttara Kannada,anagod,anagod
2022-23,1759,Uttara Kannada,B0144,C0056,uttara kannada sirsi,yellapur,anagod,dehalli,yellapur,Uttara Kannada,anagod,dehalli
2022-23,3393,Uttara Kannada,B0144,C0892,uttara kannada sirsi,yellapur,kannigeri,kannigeri,yellapur,Uttara Kannada,kannigeri,kannigeri
2022-23,5908,Uttara Kannada,B0144,C1099,uttara kannada sirsi,yellapur,malalgaov,upleshwar,yellapur,Uttara Kannada,malalgaov,upleshwar
2022-23,4724,Uttara Kannada,B0144,C1276,uttara kannada sirsi,yellapur,nandolli,nandolli,yellapur,Uttara Kannada,nandolli,nandolli
2022-23,5908,Uttara Kannada,B0144,C1276,uttara kannada sirsi,yellapur,nandolli,upleshwar,yellapur,Uttara Kannada,nandolli,upleshwar
2022-23,679,Uttara Kannada,B0144,C1749,uttara kannada sirsi,yellapur,yellapur-3,anagod,yellapur,Uttara Kannada,yellapur-3,anagod
2022-23,2895,Vijayanagara,B0084,C0736,vijayanagar,kudligi,hurlihal,hurulihal,kudligi,Vijayanagara,hurlihal,hurulihal
2022-23,5088,Vijayanagara,B0084,C0360,vijayanagar,kudligi,chiribi,rampura,kudligi,Vijayanagara,chiribi,rampura
2022-23,1965,Vijayanagara,B0084,C1254,vijayanagar,kudligi,nagaraja kottur,dupadahalli,kudligi,Vijayanagara,nagaraja kottur,dupadahalli
2022-23,1658,Vijayanagara,B0084,C0360,vijayanagar,kudligi,chiribi,chiribi,kudligi,Vijayanagara,chiribi,chiribi
2022-23,2589,Vijayanagara,B0084,C0699,vijayanagar,kudligi,hosa halli,herekumbalakunte,kudligi,Vijayanagara,hosa halli,herekumbalakunte
2022-23,1682,Vijayanagara,B0084,C0367,vijayanagar,kudligi,chowdapura,chowdapura,kudligi,Vijayanagara,chowdapura,chowdapura
2022-23,3226,Vijayanagara,B0084,C1016,vijayanagar,kudligi,"kudligi, for boys",kakkuppi,kudligi,Vijayanagara,"kudligi, for boys",kakkuppi
2022-23,3094,Vijayanagara,B0084,C0711,vijayanagar,kudligi,hudem,jummobanahalli,kudligi,Vijayanagara,hudem,jummobanahalli
2022-23,1194,Vijayanagara,B0084,C0297,vijayanagar,kudligi,chandrasekhara pura,belligatti,kudligi,Vijayanagara,chandrasekhara pura,belligatti
2022-23,2816,Vijayanagara,B0084,C0711,vijayanagar,kudligi,hudem,hudem,kudligi,Vijayanagara,hudem,hudem
2022-23,913,Vijayanagara,B0084,C0367,vijayanagar,kudligi,chowdapura,badeladaku,kudligi,Vijayanagara,chowdapura,badeladaku
2022-23,3114,Vijayanagara,B0084,C0812,vijayanagar,kudligi,k.iyana halli,k.ayyenahalli,kudligi,Vijayanagara,k.iyana halli,k.ayyenahalli
2022-23,2784,Vijayanagara,B0084,C0699,vijayanagar,kudligi,hosa halli,hosahalli,kudligi,Vijayanagara,hosa halli,hosahalli
2022-23,4653,Vijayanagara,B0084,C1255,vijayanagar,kudligi,nagarakatte,nagarakatte,kudligi,Vijayanagara,nagarakatte,nagarakatte
2022-23,5088,Vijayanagara,B0084,C1002,vijayanagar,kudligi,"kottur, lbs badavane",rampura,kudligi,Vijayanagara,"kottur, lbs badavane",rampura
2022-23,6647,Vijayanagara,B0084,C0297,vijayanagar,kudligi,chandrasekhara pura,ramadurga,kudligi,Vijayanagara,chandrasekhara pura,ramadurga
2022-23,1013,Vijayanagara,B0084,C1070,vijayanagar,kudligi,m.b. iyyana halli,banavikallu,kudligi,Vijayanagara,m.b. iyyana halli,banavikallu
2022-23,5757,Vijayanagara,B0084,C1255,vijayanagar,kudligi,nagarakatte,thulahalli,kudligi,Vijayanagara,nagarakatte,thulahalli
2022-23,2201,Vijayanagara,B0084,C1094,vijayanagar,kudligi,mahadevapura,gudekote,kudligi,Vijayanagara,mahadevapura,gudekote
2022-23,749,Vijayanagara,B0084,C1094,vijayanagar,kudligi,mahadevapura,appayyanahalli,kudligi,Vijayanagara,mahadevapura,appayyanahalli
2022-23,2588,Vijayanagara,B0084,C1017,vijayanagar,kudligi,"kudligi, for girls",herehegdal,kudligi,Vijayanagara,"kudligi, for girls",herehegdal
2022-23,4471,Vijayanagara,B0084,C0367,vijayanagar,kudligi,chowdapura,moraba,kudligi,Vijayanagara,chowdapura,moraba
2022-23,5522,Vijayanagara,B0084,C0360,vijayanagar,kudligi,chiribi,suladahalli,kudligi,Vijayanagara,chiribi,suladahalli
2022-23,4135,Vijayanagara,B0084,C0322,vijayanagar,kudligi,chikka jogi halli,makanadaku,kudligi,Vijayanagara,chikka jogi halli,makanadaku
2022-23,2589,Vijayanagara,B0084,C0041,vijayanagar,kudligi,alur,herekumbalakunte,kudligi,Vijayanagara,alur,herekumbalakunte
2022-23,1657,Vijayanagara,B0084,C0359,vijayanagar,kudligi,chirathagundu,chirathagundu,kudligi,Vijayanagara,chirathagundu,chirathagundu
2022-23,634,Vijayanagara,B0084,C0041,vijayanagar,kudligi,alur,aluru,kudligi,Vijayanagara,alur,aluru
2022-23,913,Vijayanagara,B0084,C0474,vijayanagar,kudligi,gajapura,badeladaku,kudligi,Vijayanagara,gajapura,badeladaku
2022-23,3243,Vijayanagara,B0084,C0768,vijayanagar,kudligi,jagatagere,kalapura,kudligi,Vijayanagara,jagatagere,kalapura
2022-23,3361,Vijayanagara,B0084,C0474,vijayanagar,kudligi,gajapura,kandagallu,kudligi,Vijayanagara,gajapura,kandagallu
2022-23,5443,Vijayanagara,B0084,C1017,vijayanagar,kudligi,"kudligi, for girls",sivapura,kudligi,Vijayanagara,"kudligi, for girls",sivapura
2022-23,5016,Vijayanagara,B0084,C1023,vijayanagar,kudligi,kulumehatti,pujarahalli,kudligi,Vijayanagara,kulumehatti,pujarahalli
2022-23,2784,Vijayanagara,B0084,C1023,vijayanagar,kudligi,kulumehatti,hosahalli,kudligi,Vijayanagara,kulumehatti,hosahalli
2022-23,4862,Vijayanagara,B0084,C1639,vijayanagar,kudligi,"ujjini, for girls",nimbalagere,kudligi,Vijayanagara,"ujjini, for girls",nimbalagere
2022-23,3052,Vijayanagara,B0084,C1016,vijayanagar,kudligi,"kudligi, for boys",jarmali,kudligi,Vijayanagara,"kudligi, for boys",jarmali
2022-23,4471,Vijayanagara,B0084,C1016,vijayanagar,kudligi,"kudligi, for boys",moraba,kudligi,Vijayanagara,"kudligi, for boys",moraba
2022-23,2449,Vijayanagara,B0084,C1070,vijayanagar,kudligi,m.b. iyyana halli,harakabavi,kudligi,Vijayanagara,m.b. iyyana halli,harakabavi
2022-23,5522,Vijayanagara,B0084,C1070,vijayanagar,kudligi,m.b. iyyana halli,suladahalli,kudligi,Vijayanagara,m.b. iyyana halli,suladahalli
2022-23,2040,Vijayanagara,B0084,C0736,vijayanagar,kudligi,hurlihal,gandabommanahalli,kudligi,Vijayanagara,hurlihal,gandabommanahalli
2022-23,5880,Vijayanagara,B0084,C1639,vijayanagar,kudligi,"ujjini, for girls",ujjini,kudligi,Vijayanagara,"ujjini, for girls",ujjini
2022-23,2243,Vijayanagara,B0084,C0322,vijayanagar,kudligi,chikka jogi halli,gundamunagu,kudligi,Vijayanagara,chikka jogi halli,gundamunagu
2022-23,5088,Vijayanagara,B0084,C0812,vijayanagar,kudligi,k.iyana halli,rampura,kudligi,Vijayanagara,k.iyana halli,rampura
2022-23,1194,Vijayanagara,B0084,C0736,vijayanagar,kudligi,hurlihal,belligatti,kudligi,Vijayanagara,hurlihal,belligatti
2022-23,2040,Vijayanagara,B0084,C0359,vijayanagar,kudligi,chirathagundu,gandabommanahalli,kudligi,Vijayanagara,chirathagundu,gandabommanahalli
2022-23,2449,Vijayanagara,B0084,C1023,vijayanagar,kudligi,kulumehatti,harakabavi,kudligi,Vijayanagara,kulumehatti,harakabavi
2022-23,5088,Vijayanagara,B0084,C0768,vijayanagar,kudligi,jagatagere,rampura,kudligi,Vijayanagara,jagatagere,rampura
2022-23,6050,Vijayanagara,B0055,C0541,vijayanagar,harapanahalli,gundagaththi,yadihalli,harapanahalli,Vijayanagara,gundagaththi,yadihalli
2022-23,5042,Vijayanagara,B0055,C1598,vijayanagar,harapanahalli,theligi,ragimasalavada,harapanahalli,Vijayanagara,theligi,ragimasalavada
2022-23,5019,Vijayanagara,B0055,C0869,vijayanagar,harapanahalli,kammathahalli,punabhaghatta,harapanahalli,Vijayanagara,kammathahalli,punabhaghatta
2022-23,3355,Vijayanagara,B0055,C1598,vijayanagar,harapanahalli,theligi,kanchikere,harapanahalli,Vijayanagara,theligi,kanchikere
2022-23,521,Vijayanagara,B0055,C0211,vijayanagar,harapanahalli,bennehalli,adavihalli,harapanahalli,Vijayanagara,bennehalli,adavihalli
2022-23,521,Vijayanagara,B0055,C0610,vijayanagar,harapanahalli,harapanahalli-north,adavihalli,harapanahalli,Vijayanagara,harapanahalli-north,adavihalli
2022-23,5661,Vijayanagara,B0055,C1598,vijayanagar,harapanahalli,theligi,teligi,harapanahalli,Vijayanagara,theligi,teligi
2022-23,4834,Vijayanagara,B0055,C0820,vijayanagar,harapanahalli,kadabagere,nichchavvanahalli,harapanahalli,Vijayanagara,kadabagere,nichchavvanahalli
2022-23,4063,Vijayanagara,B0055,C1080,vijayanagar,harapanahalli,madalagere,madalagere,harapanahalli,Vijayanagara,madalagere,madalagere
2022-23,1226,Vijayanagara,B0055,C0211,vijayanagar,harapanahalli,bennehalli,bennehalli,harapanahalli,Vijayanagara,bennehalli,bennehalli
2022-23,683,Vijayanagara,B0055,C1089,vijayanagar,harapanahalli,madihalli,anajigere,harapanahalli,Vijayanagara,madihalli,anajigere
2022-23,2666,Vijayanagara,B0055,C0663,vijayanagar,harapanahalli,hiremegalagere,hiremegalagere,harapanahalli,Vijayanagara,hiremegalagere,hiremegalagere
2022-23,3174,Vijayanagara,B0055,C1598,vijayanagar,harapanahalli,theligi,kadathi,harapanahalli,Vijayanagara,theligi,kadathi
2022-23,2239,Vijayanagara,B0055,C0541,vijayanagar,harapanahalli,gundagaththi,gundagarthi,harapanahalli,Vijayanagara,gundagaththi,gundagarthi
2022-23,1554,Vijayanagara,B0055,C0321,vijayanagar,harapanahalli,chigateri,chigateri,harapanahalli,Vijayanagara,chigateri,chigateri
2022-23,2474,Vijayanagara,B0055,C0519,vijayanagar,harapanahalli,goverahalli,harkanalu,harapanahalli,Vijayanagara,goverahalli,harkanalu
2022-23,5256,Vijayanagara,B0055,C1164,vijayanagar,harapanahalli,mathihalli,sasvehalli,harapanahalli,Vijayanagara,mathihalli,sasvehalli
2022-23,5430,Vijayanagara,B0055,C1507,vijayanagar,harapanahalli,singrihalli,singrihalli,harapanahalli,Vijayanagara,singrihalli,singrihalli
2022-23,1523,Vijayanagara,B0055,C0307,vijayanagar,harapanahalli,chatnihalli,chatnihalli,harapanahalli,Vijayanagara,chatnihalli,chatnihalli
2022-23,3146,Vijayanagara,B0055,C0820,vijayanagar,harapanahalli,kadabagere,kadabagere,harapanahalli,Vijayanagara,kadabagere,kadabagere
2022-23,780,Vijayanagara,B0055,C0086,vijayanagar,harapanahalli,arasikere,arasikere,harapanahalli,Vijayanagara,arasikere,arasikere
2022-23,4779,Vijayanagara,B0055,C1296,vijayanagar,harapanahalli,neelagunda,neelagunda,harapanahalli,Vijayanagara,neelagunda,neelagunda
2022-23,4128,Vijayanagara,B0055,C0321,vijayanagar,harapanahalli,chigateri,maiduru,harapanahalli,Vijayanagara,chigateri,maiduru
2022-23,3884,Vijayanagara,B0055,C1028,vijayanagar,harapanahalli,kunchuru,kunchooru,harapanahalli,Vijayanagara,kunchuru,kunchooru
2022-23,5042,Vijayanagara,B0055,C1507,vijayanagar,harapanahalli,singrihalli,ragimasalavada,harapanahalli,Vijayanagara,singrihalli,ragimasalavada
2022-23,4002,Vijayanagara,B0055,C1507,vijayanagar,harapanahalli,singrihalli,lakshmipura,harapanahalli,Vijayanagara,singrihalli,lakshmipura
2022-23,5755,Vijayanagara,B0055,C0086,vijayanagar,harapanahalli,arasikere,thouduru,harapanahalli,Vijayanagara,arasikere,thouduru
2022-23,1656,Vijayanagara,B0055,C0358,vijayanagar,harapanahalli,chirasthahalli,chirasthahalli,harapanahalli,Vijayanagara,chirasthahalli,chirasthahalli
2022-23,3755,Vijayanagara,B0055,C1080,vijayanagar,harapanahalli,madalagere,koolahalli,harapanahalli,Vijayanagara,madalagere,koolahalli
2022-23,2792,Vijayanagara,B0055,C1089,vijayanagar,harapanahalli,madihalli,hosakote,harapanahalli,Vijayanagara,madihalli,hosakote
2022-23,5755,Vijayanagara,B0055,C0882,vijayanagar,harapanahalli,kanchikere,thouduru,harapanahalli,Vijayanagara,kanchikere,thouduru
2022-23,5849,Vijayanagara,B0055,C1629,vijayanagar,harapanahalli,uchchangidurga,uchchangidurga,harapanahalli,Vijayanagara,uchchangidurga,uchchangidurga
2022-23,3124,Vijayanagara,B0055,C1296,vijayanagar,harapanahalli,neelagunda,k.kallahalli,harapanahalli,Vijayanagara,neelagunda,k.kallahalli
2022-23,4714,Vijayanagara,B0055,C0321,vijayanagar,harapanahalli,chigateri,nandibevooru,harapanahalli,Vijayanagara,chigateri,nandibevooru
2022-23,4002,Vijayanagara,B0055,C0663,vijayanagar,harapanahalli,hiremegalagere,lakshmipura,harapanahalli,Vijayanagara,hiremegalagere,lakshmipura
2022-23,3355,Vijayanagara,B0055,C0882,vijayanagar,harapanahalli,kanchikere,kanchikere,harapanahalli,Vijayanagara,kanchikere,kanchikere
2022-23,6329,Vijayanagara,B0055,C0122,vijayanagar,harapanahalli,bagali,bagali,harapanahalli,Vijayanagara,bagali,bagali
2022-23,4779,Vijayanagara,B0055,C0358,vijayanagar,harapanahalli,chirasthahalli,neelagunda,harapanahalli,Vijayanagara,chirasthahalli,neelagunda
2022-23,1959,Vijayanagara,B0055,C1598,vijayanagar,harapanahalli,theligi,duggavathi,harapanahalli,Vijayanagara,theligi,duggavathi
2022-23,5736,Vijayanagara,B0055,C0519,vijayanagar,harapanahalli,goverahalli,thogarikatte,harapanahalli,Vijayanagara,goverahalli,thogarikatte
2022-23,4873,Vijayanagara,B0055,C0585,vijayanagar,harapanahalli,haluvagilu,nittooru,harapanahalli,Vijayanagara,haluvagilu,nittooru
2022-23,4365,Vijayanagara,B0055,C1164,vijayanagar,harapanahalli,mathihalli,maththihalli,harapanahalli,Vijayanagara,mathihalli,maththihalli
2022-23,3755,Vijayanagara,B0055,C0122,vijayanagar,harapanahalli,bagali,koolahalli,harapanahalli,Vijayanagara,bagali,koolahalli
2022-23,4714,Vijayanagara,B0055,C0122,vijayanagar,harapanahalli,bagali,nandibevooru,harapanahalli,Vijayanagara,bagali,nandibevooru
2022-23,2370,Vijayanagara,B0055,C1028,vijayanagar,harapanahalli,kunchuru,haluvagalu,harapanahalli,Vijayanagara,kunchuru,haluvagalu
2022-23,2370,Vijayanagara,B0055,C0585,vijayanagar,harapanahalli,haluvagilu,haluvagalu,harapanahalli,Vijayanagara,haluvagilu,haluvagalu
2022-23,5256,Vijayanagara,B0055,C1458,vijayanagar,harapanahalli,sasvehalli,sasvehalli,harapanahalli,Vijayanagara,sasvehalli,sasvehalli
2022-23,2792,Vijayanagara,B0055,C0086,vijayanagar,harapanahalli,arasikere,hosakote,harapanahalli,Vijayanagara,arasikere,hosakote
2022-23,1226,Vijayanagara,B0055,C2732,vijayanagar,harapanahalli,urdu-harapanahalli,bennehalli,harapanahalli,Vijayanagara,urdu-harapanahalli,bennehalli
2022-23,3174,Vijayanagara,B0055,C0585,vijayanagar,harapanahalli,haluvagilu,kadathi,harapanahalli,Vijayanagara,haluvagilu,kadathi
2022-23,683,Vijayanagara,B0055,C0869,vijayanagar,harapanahalli,kammathahalli,anajigere,harapanahalli,Vijayanagara,kammathahalli,anajigere
2022-23,5849,Vijayanagara,B0055,C0307,vijayanagar,harapanahalli,chatnihalli,uchchangidurga,harapanahalli,Vijayanagara,chatnihalli,uchchangidurga
2022-23,5736,Vijayanagara,B0055,C1080,vijayanagar,harapanahalli,madalagere,thogarikatte,harapanahalli,Vijayanagara,madalagere,thogarikatte
2022-23,3355,Vijayanagara,B0055,C1507,vijayanagar,harapanahalli,singrihalli,kanchikere,harapanahalli,Vijayanagara,singrihalli,kanchikere
2022-23,5019,Vijayanagara,B0055,C1629,vijayanagar,harapanahalli,uchchangidurga,punabhaghatta,harapanahalli,Vijayanagara,uchchangidurga,punabhaghatta
2022-23,5430,Vijayanagara,B0055,C2732,vijayanagar,harapanahalli,urdu-harapanahalli,singrihalli,harapanahalli,Vijayanagara,urdu-harapanahalli,singrihalli
2022-23,4873,Vijayanagara,B0055,C1028,vijayanagar,harapanahalli,kunchuru,nittooru,harapanahalli,Vijayanagara,kunchuru,nittooru
2022-23,4873,Vijayanagara,B0055,C0358,vijayanagar,harapanahalli,chirasthahalli,nittooru,harapanahalli,Vijayanagara,chirasthahalli,nittooru
2022-23,780,Vijayanagara,B0055,C2732,vijayanagar,harapanahalli,urdu-harapanahalli,arasikere,harapanahalli,Vijayanagara,urdu-harapanahalli,arasikere
2022-23,5079,Vijayanagara,B0065,C0003,vijayanagar,hosapete,"8th ward, kampli",ramasagara,hosapete,Vijayanagara,"8th ward, kampli",ramasagara
2022-23,2373,Vijayanagara,B0065,C1184,vijayanagar,hosapete,metri,hampadevanahalli,hosapete,Vijayanagara,metri,hampadevanahalli
2022-23,5517,Vijayanagara,B0065,C1538,vijayanagar,hosapete,suggenahalli,suggenahalli,hosapete,Vijayanagara,suggenahalli,suggenahalli
2022-23,1731,Vijayanagara,B0065,C1149,vijayanagar,hosapete,mariyammana halli,dananayakanakere,hosapete,Vijayanagara,mariyammana halli,dananayakanakere
2022-23,4435,Vijayanagara,B0065,C1184,vijayanagar,hosapete,metri,metri,hosapete,Vijayanagara,metri,metri
2022-23,4878,Vijayanagara,B0065,C0003,vijayanagar,hosapete,"8th ward, kampli",no.10muddapura,hosapete,Vijayanagara,"8th ward, kampli",no.10muddapura
2022-23,4954,Vijayanagara,B0065,C2570,vijayanagar,hosapete,s.s.kamalapura,papinayakanahalli,hosapete,Vijayanagara,s.s.kamalapura,papinayakanahalli
2022-23,1417,Vijayanagara,B0065,C1556,vijayanagar,hosapete,t.c.kamalapura,bukkasagara,hosapete,Vijayanagara,t.c.kamalapura,bukkasagara
2022-23,5193,Vijayanagara,B0065,C1420,vijayanagar,hosapete,"s.n.pet, kampli",sanapura,hosapete,Vijayanagara,"s.n.pet, kampli",sanapura
2022-23,1733,Vijayanagara,B0065,C0602,vijayanagar,hosapete,hanumanahalli,danapura,hosapete,Vijayanagara,hanumanahalli,danapura
2022-23,2378,Vijayanagara,B0065,C1101,vijayanagar,hosapete,malapana gudi,hampi,hosapete,Vijayanagara,malapana gudi,hampi
2022-23,4640,Vijayanagara,B0065,C0465,vijayanagar,hosapete,g.nagalapura,nagalapura,hosapete,Vijayanagara,g.nagalapura,nagalapura
2022-23,1808,Vijayanagara,B0065,C0384,vijayanagar,hosapete,deva samudra,devasamudhra,hosapete,Vijayanagara,deva samudra,devasamudhra
2022-23,1731,Vijayanagara,B0065,C0465,vijayanagar,hosapete,g.nagalapura,dananayakanakere,hosapete,Vijayanagara,g.nagalapura,dananayakanakere
2022-23,1448,Vijayanagara,B0065,C1348,vijayanagar,hosapete,papinayakana hall,byluvaddigeri,hosapete,Vijayanagara,papinayakana hall,byluvaddigeri
2022-23,4671,Vijayanagara,B0065,C0058,vijayanagar,hosapete,ananthasayana gudi,nagenahalli,hosapete,Vijayanagara,ananthasayana gudi,nagenahalli
2022-23,4954,Vijayanagara,B0065,C0905,vijayanagar,hosapete,kariganur,papinayakanahalli,hosapete,Vijayanagara,kariganur,papinayakanahalli
2022-23,1774,Vijayanagara,B0065,C1184,vijayanagar,hosapete,metri,devalapura,hosapete,Vijayanagara,metri,devalapura
2022-23,2373,Vijayanagara,B0065,C1538,vijayanagar,hosapete,suggenahalli,hampadevanahalli,hosapete,Vijayanagara,suggenahalli,hampadevanahalli
2022-23,1624,Vijayanagara,B0065,C0344,vijayanagar,hosapete,chilakana hatti,chilakanahatti,hosapete,Vijayanagara,chilakana hatti,chilakanahatti
2022-23,2017,Vijayanagara,B0065,C1348,vijayanagar,hosapete,papinayakana hall,gadiganuru,hosapete,Vijayanagara,papinayakana hall,gadiganuru
2022-23,3269,Vijayanagara,B0065,C0001,vijayanagar,hosapete,"15th ward, hospet",kallahallli,hosapete,Vijayanagara,"15th ward, hospet",kallahallli
2022-23,2373,Vijayanagara,B0065,C0384,vijayanagar,hosapete,deva samudra,hampadevanahalli,hosapete,Vijayanagara,deva samudra,hampadevanahalli
2022-23,4162,Vijayanagara,B0065,C1101,vijayanagar,hosapete,malapana gudi,malapanagudi,hosapete,Vijayanagara,malapana gudi,malapanagudi
2022-23,1774,Vijayanagara,B0065,C1538,vijayanagar,hosapete,suggenahalli,devalapura,hosapete,Vijayanagara,suggenahalli,devalapura
2022-23,2807,Vijayanagara,B0065,C1698,vijayanagar,hosapete,"vinobha,chithawadgi hpt",hosuru,hosapete,Vijayanagara,"vinobha,chithawadgi hpt",hosuru
2022-23,4954,Vijayanagara,B0065,C1348,vijayanagar,hosapete,papinayakana hall,papinayakanahalli,hosapete,Vijayanagara,papinayakana hall,papinayakanahalli
2022-23,1808,Vijayanagara,B0065,C1582,vijayanagar,hosapete,telugu hosapete,devasamudhra,hosapete,Vijayanagara,telugu hosapete,devasamudhra
2022-23,1040,Vijayanagara,B0052,C1590,vijayanagar,hagaribommanahalli,thambra halli,bannigola,hagaribommanahalli,Vijayanagara,thambra halli,bannigola
2022-23,892,Vijayanagara,B0052,C0118,vijayanagar,hagaribommanahalli,bachigondana halli,bachigondanahalli,hagaribommanahalli,Vijayanagara,bachigondana halli,bachigondanahalli
2022-23,2376,Vijayanagara,B0052,C0588,vijayanagar,hagaribommanahalli,hampasagara,hampasagara,hagaribommanahalli,Vijayanagara,hampasagara,hampasagara
2022-23,4113,Vijayanagara,B0052,C0380,vijayanagar,hagaribommanahalli,dashamapura,madur,hagaribommanahalli,Vijayanagara,dashamapura,madur
2022-23,1042,Vijayanagara,B0052,C0158,vijayanagar,hagaribommanahalli,bannikal,bannikallu,hagaribommanahalli,Vijayanagara,bannikal,bannikallu
2022-23,1227,Vijayanagara,B0052,C0601,vijayanagar,hagaribommanahalli,hansi,bennekallu,hagaribommanahalli,Vijayanagara,hansi,bennekallu
2022-23,4474,Vijayanagara,B0052,C1196,vijayanagar,hagaribommanahalli,morigeri,morigeri,hagaribommanahalli,Vijayanagara,morigeri,morigeri
2022-23,6581,Vijayanagara,B0052,C1196,vijayanagar,hagaribommanahalli,morigeri,sonna,hagaribommanahalli,Vijayanagara,morigeri,sonna
2022-23,2391,Vijayanagara,B0052,C0601,vijayanagar,hagaribommanahalli,hansi,hanasi,hagaribommanahalli,Vijayanagara,hansi,hanasi
2022-23,2374,Vijayanagara,B0052,C0587,vijayanagar,hagaribommanahalli,hampapattana,hampapattana,hagaribommanahalli,Vijayanagara,hampapattana,hampapattana
2022-23,6205,Vijayanagara,B0052,C0380,vijayanagar,hagaribommanahalli,dashamapura,vallabhapura,hagaribommanahalli,Vijayanagara,dashamapura,vallabhapura
2022-23,1040,Vijayanagara,B0052,C1275,vijayanagar,hagaribommanahalli,nandipura,bannigola,hagaribommanahalli,Vijayanagara,nandipura,bannigola
2022-23,586,Vijayanagara,B0052,C0956,vijayanagar,hagaribommanahalli,kogali,alabooru,hagaribommanahalli,Vijayanagara,kogali,alabooru
2022-23,2318,Vijayanagara,B0052,C0587,vijayanagar,hagaribommanahalli,hampapattana,halagapura,hagaribommanahalli,Vijayanagara,hampapattana,halagapura
2022-23,1744,Vijayanagara,B0052,C0380,vijayanagar,hagaribommanahalli,dashamapura,dasamapura,hagaribommanahalli,Vijayanagara,dashamapura,dasamapura
2022-23,6205,Vijayanagara,B0052,C1386,vijayanagar,hagaribommanahalli,rama nagara,vallabhapura,hagaribommanahalli,Vijayanagara,rama nagara,vallabhapura
2022-23,4798,Vijayanagara,B0052,C0956,vijayanagar,hagaribommanahalli,kogali,nelkuderi,hagaribommanahalli,Vijayanagara,kogali,nelkuderi
2022-23,651,Vijayanagara,B0052,C0956,vijayanagar,hagaribommanahalli,kogali,ambali,hagaribommanahalli,Vijayanagara,kogali,ambali
2022-23,2374,Vijayanagara,B0052,C1140,vijayanagar,hagaribommanahalli,marabbihal,hampapattana,hagaribommanahalli,Vijayanagara,marabbihal,hampapattana
2022-23,5685,Vijayanagara,B0052,C1590,vijayanagar,hagaribommanahalli,thambra halli,thambrahalli,hagaribommanahalli,Vijayanagara,thambra halli,thambrahalli
2022-23,4167,Vijayanagara,B0052,C0552,vijayanagar,hagaribommanahalli,h.b. halli,malavi,hagaribommanahalli,Vijayanagara,h.b. halli,malavi
2022-23,3672,Vijayanagara,B0052,C0956,vijayanagar,hagaribommanahalli,kogali,kogali,hagaribommanahalli,Vijayanagara,kogali,kogali
2022-23,3160,Vijayanagara,B0052,C0118,vijayanagar,hagaribommanahalli,bachigondana halli,kadalabalu,hagaribommanahalli,Vijayanagara,bachigondana halli,kadalabalu
2022-23,1440,Vijayanagara,B0052,C0552,vijayanagar,hagaribommanahalli,h.b. halli,byasigadere,hagaribommanahalli,Vijayanagara,h.b. halli,byasigadere
2022-23,1440,Vijayanagara,B0052,C1275,vijayanagar,hagaribommanahalli,nandipura,byasigadere,hagaribommanahalli,Vijayanagara,nandipura,byasigadere
2022-23,2014,Vijayanagara,B0052,C0158,vijayanagar,hagaribommanahalli,bannikal,gaddikeri,hagaribommanahalli,Vijayanagara,bannikal,gaddikeri
2022-23,4167,Vijayanagara,B0052,C1196,vijayanagar,hagaribommanahalli,morigeri,malavi,hagaribommanahalli,Vijayanagara,morigeri,malavi
2022-23,3160,Vijayanagara,B0052,C0552,vijayanagar,hagaribommanahalli,h.b. halli,kadalabalu,hagaribommanahalli,Vijayanagara,h.b. halli,kadalabalu
2022-23,4798,Vijayanagara,B0052,C1196,vijayanagar,hagaribommanahalli,morigeri,nelkuderi,hagaribommanahalli,Vijayanagara,morigeri,nelkuderi
