Year,GP_ID,canonical_district,block_id,cluster_id,District,Block,Cluster,GP,block_name,block_district,cluster_name,gp_name
2022-23,648,Belagavi,B0011,C0045,belagavi,bailhongal,ambadgatti,ambadgatti,bailhongal,Belagavi,ambadgatti,ambadgatti
2022-23,1758,Belagavi,B0011,C0130,belagavi,bailhongal,bailur,degaon,bailhongal,Belagavi,bailur,degaon
2022-23,5854,Belagavi,B0011,C0194,belagavi,bailhongal,belavadi,udakeri,bailhongal,Belagavi,belavadi,udakeri
2022-23,1407,Belagavi,B0011,C0270,belagavi,bailhongal,budarkatti,budarkatti,bailhongal,Belagavi,budarkatti,budarkatti
2022-23,1560,Belagavi,B0011,C0325,belagavi,bailhongal,chikkabagewadi,chikka bagewadi,bailhongal,Belagavi,chikkabagewadi,chikka bagewadi
2022-23,2380,Belagavi,B0011,C0590,belagavi,bailhongal,hanabarhatti,hanabaratti,bailhongal,Belagavi,hanabarhatti,hanabaratti
2022-23,3192,Belagavi,B0011,C0701,belagavi,bailhongal,hosa kadarvalli,kadrolli,bailhongal,Belagavi,hosa kadarvalli,kadrolli
2022-23,2672,Belagavi,B0011,C0848,belagavi,bailhongal,kalbhavi,hirenandihalli,bailhongal,Belagavi,kalbhavi,hirenandihalli
2022-23,1758,Belagavi,B0011,C1022,belagavi,bailhongal,kulavalli,degaon,bailhongal,Belagavi,kulavalli,degaon
2022-23,3862,Belagavi,B0011,C1022,belagavi,bailhongal,kulavalli,kulavalli,bailhongal,Belagavi,kulavalli,kulavalli
2022-23,5188,Belagavi,B0011,C1436,belagavi,bailhongal,sampagaon,sampgaon,bailhongal,Belagavi,sampagaon,sampgaon
2022-23,1097,Belagavi,B0017,C0575,belagavi,belgaum rural,halga,bastwad,belgaum rural,Belagavi,halga,bastwad
2022-23,4351,Belagavi,B0017,C0575,belagavi,belgaum rural,halga,mastamardi,belgaum rural,Belagavi,halga,mastamardi
2022-23,2738,Belagavi,B0017,C0888,belagavi,belgaum rural,kangrali bk,honga,belgaum rural,Belagavi,kangrali bk,honga
2022-23,3373,Belagavi,B0017,C0888,belagavi,belgaum rural,kangrali bk,kangrali b.k.,belgaum rural,Belagavi,kangrali bk,kangrali b.k.
2022-23,3374,Belagavi,B0017,C0889,belagavi,belgaum rural,kangrali kh,kangrali k.h.,belgaum rural,Belagavi,kangrali kh,kangrali k.h.
2022-23,1302,Belagavi,B0078,C0237,belagavi,khanapur,bhuranki,bhuranki,khanapur,Belagavi,bhuranki,bhuranki
2022-23,3150,Belagavi,B0078,C0664,belagavi,khanapur,hiremunolli,kadachwad,khanapur,Belagavi,hiremunolli,kadachwad
2022-23,2976,Belagavi,B0078,C0756,belagavi,khanapur,itagi,itagi,khanapur,Belagavi,itagi,itagi
2022-23,2637,Belagavi,B0078,C1351,belagavi,khanapur,parishwad,hirehattiholi,khanapur,Belagavi,parishwad,hirehattiholi
2022-23,3115,Belagavi,B0078,C1619,belagavi,khanapur,tolagi,k.bagewadi,khanapur,Belagavi,tolagi,k.bagewadi
2022-23,3632,Belagavi,B0113,C1129,belagavi,ramdurg,manihal,kittur,ramdurg,Belagavi,manihal,kittur
2022-23,4256,Belagavi,B0113,C1129,belagavi,ramdurg,manihal,manihal,ramdurg,Belagavi,manihal,manihal
2022-23,2319,Belagavi,B0113,C1208,belagavi,ramdurg,mudenur,halagatti,ramdurg,Belagavi,mudenur,halagatti
2022-23,2089,Belagavi,B0113,C1625,belagavi,ramdurg,turanur,ghatakanur,ramdurg,Belagavi,turanur,ghatakanur
2022-23,5836,Belagavi,B0113,C1625,belagavi,ramdurg,turanur,turanur,ramdurg,Belagavi,turanur,turanur
2022-23,2766,Belagavi,B0130,C0697,belagavi,soundatti,hoolikatti,hooli katti,soundatti,Belagavi,hoolikatti,hooli katti
2022-23,5132,Belagavi,B0130,C0707,belagavi,soundatti,hosur,rudrapur,soundatti,Belagavi,hosur,rudrapur
2022-23,2939,Belagavi,B0130,C0745,belagavi,soundatti,inamhongal,inam hongal,soundatti,Belagavi,inamhongal,inam hongal
2022-23,4572,Belagavi,B0130,C1231,belagavi,soundatti,murgod,murgod,soundatti,Belagavi,murgod,murgod
2022-23,1239,Belagavi,B0130,C1636,belagavi,soundatti,ugargol,betsur,soundatti,Belagavi,ugargol,betsur
2022-23,1201,Bagalkote,B0008,C0204,bagalkot,badami,beluru,belur,badami,Bagalkote,beluru,belur
2022-23,510,Bagalkote,B0008,C0568,bagalkot,badami,halakurki,adagal,badami,Bagalkote,halakurki,adagal
2022-23,213009165,Bagalkote,B0008,C0578,bagalkot,badami,haligeri,haligeri,badami,Bagalkote,haligeri,haligeri
2022-23,2427,Bagalkote,B0008,C0600,bagalkot,badami,hansanur,hansnoor,badami,Bagalkote,hansanur,hansnoor
2022-23,3025,Bagalkote,B0008,C0708,bagalkot,badami,housur,jalihal,badami,Bagalkote,housur,jalihal
2022-23,3479,Bagalkote,B0008,C0911,bagalkot,badami,katageri,katageri,badami,Bagalkote,katageri,katageri
2022-23,1254,Bagalkote,B0009,C0215,bagalkot,bagalkot,bevoor,bevoor,bagalkot,Bagalkote,bevoor,bevoor
2022-23,1216,Bagalkote,B0009,C0217,bagalkot,bagalkot,bhagavati,benakatti,bagalkot,Bagalkote,bhagavati,benakatti
2022-23,1216,Bagalkote,B0009,C1219,bagalkot,bagalkot,mugalolli,benakatti,bagalkot,Bagalkote,mugalolli,benakatti
2022-23,5085,Bagalkote,B0009,C1516,bagalkot,bagalkot,sitimani r s,rampur,bagalkot,Bagalkote,sitimani r s,rampur
2022-23,2101,Bagalkote,B0021,C0884,bagalkot,bilagi,kandagal,girisagar,bilagi,Bagalkote,kandagal,girisagar
2022-23,759,Bagalkote,B0021,C1031,bagalkot,bilagi,kundargi,arakeri,bilagi,Bagalkote,kundargi,arakeri
2022-23,4654,Bagalkote,B0021,C1501,bagalkot,bilagi,siddapur,nagaral,bilagi,Bagalkote,siddapur,nagaral
2022-23,5543,Bagalkote,B0021,C1543,bagalkot,bilagi,sunag,sunag,bilagi,Bagalkote,sunag,sunag
2022-23,5653,Bagalkote,B0021,C2668,bagalkot,bilagi,teggi,teggi,bilagi,Bagalkote,teggi,teggi
2022-23,6040,Bagalkote,B0021,C1711,bagalkot,bilagi,yadahalli,yadahalli,bilagi,Bagalkote,yadahalli,yadahalli
2022-23,1558,Bagalkote,B0069,C0317,bagalkot,hunagund,chicknal,chikanal,hunagund,Bagalkote,chicknal,chikanal
2022-23,2215,Bagalkote,B0069,C2049,bagalkot,hunagund,gudur,gudur sc,hunagund,Bagalkote,gudur,gudur sc
2022-23,1665,Bagalkote,B0069,C0644,bagalkot,hunagund,heremagi,chittaragi,hunagund,Bagalkote,heremagi,chittaragi
2022-23,3826,Bagalkote,B0069,C0734,bagalkot,hunagund,hungund,kudal-sangam,hunagund,Bagalkote,hungund,kudal-sangam
2022-23,1620,Bagalkote,B0069,C0743,bagalkot,hunagund,ilkal middle,chikodagali,hunagund,Bagalkote,ilkal middle,chikodagali
2022-23,1620,Bagalkote,B0069,C0744,bagalkot,hunagund,ilkal west,chikodagali,hunagund,Bagalkote,ilkal west,chikodagali
2022-23,3826,Bagalkote,B0069,C1008,bagalkot,hunagund,kudal sangam,kudal-sangam,hunagund,Bagalkote,kudal sangam,kudal-sangam
2022-23,4680,Bagalkote,B0069,C1264,bagalkot,hunagund,nagur,nagur,hunagund,Bagalkote,nagur,nagur
2022-23,2859,Bagalkote,B0072,C0729,bagalkot,jamakhandi,hulyal,hulyal,jamakhandi,Bagalkote,hulyal,hulyal
2022-23,6311,Bagalkote,B0072,C0729,bagalkot,jamakhandi,hulyal,siddapura,jamakhandi,Bagalkote,hulyal,siddapura
2022-23,2878,Bagalkote,B0072,C0735,bagalkot,jamakhandi,hunnur,hunnur,jamakhandi,Bagalkote,hunnur,hunnur
2022-23,4081,Bagalkote,B0072,C0735,bagalkot,jamakhandi,hunnur,madarakandi,jamakhandi,Bagalkote,hunnur,madarakandi
2022-23,3170,Bagalkote,B0072,C0779,bagalkot,jamakhandi,jamakhandi west,kadapatti,jamakhandi,Bagalkote,jamakhandi west,kadapatti
2022-23,3873,Bagalkote,B0072,C1027,bagalkot,jamakhandi,kunchanur,kumbarhalla,jamakhandi,Bagalkote,kunchanur,kumbarhalla
2022-23,1272,Bagalkote,B0099,C0225,bagalkot,mudhol,bhantanur,bhantanur,mudhol,Bagalkote,bhantanur,bhantanur
2022-23,3474,Bagalkote,B0099,C0631,bagalkot,mudhol,hebbal,kasabajambagi,mudhol,Bagalkote,hebbal,kasabajambagi
2022-23,4000,Bagalkote,B0099,C1053,bagalkot,mudhol,lakshanatti,lakshanatti,mudhol,Bagalkote,lakshanatti,lakshanatti
2022-23,4525,Bagalkote,B0099,C1218,bagalkot,mudhol,mugalkhod,mugalkhod,mudhol,Bagalkote,mugalkhod,mugalkhod
2022-23,3860,Bagalkote,B0099,C2637,bagalkot,mudhol,soragaon,kulali,mudhol,Bagalkote,soragaon,kulali
2022-23,5971,Bagalkote,B0099,C1679,bagalkot,mudhol,uttur,vantagodi,mudhol,Bagalkote,uttur,vantagodi
2022-23,2955,Vijayapura,B0016,C2195,vijayapura,basavan bagewadi,ingaleshwar,ingaleswar,basavan bagewadi,Vijayapura,ingaleshwar,ingaleswar
2022-23,6667,Vijayapura,B0016,C0756,vijayapura,basavan bagewadi,itagi,hebbal,basavan bagewadi,Vijayapura,itagi,hebbal
2022-23,4738,Vijayapura,B0016,C1281,vijayapura,basavan bagewadi,narasalagi,narasalagi,basavan bagewadi,Vijayapura,narasalagi,narasalagi
2022-23,1057,Vijayapura,B0025,C1856,vijayapura,chadachan,baradol,baradol,chadachan,Vijayapura,baradol,baradol
2022-23,4877,Vijayapura,B0025,C1321,vijayapura,chadachan,nivaragi,nivaragi,chadachan,Vijayapura,nivaragi,nivaragi
2022-23,213009168,Vijayapura,B0025,C1321,vijayapura,chadachan,nivaragi,umaraja,chadachan,Vijayapura,nivaragi,umaraja
2022-23,985,Vijayapura,B0025,C1754,vijayapura,chadachan,zalaki,ballolli,chadachan,Vijayapura,zalaki,ballolli
2022-23,718,Vijayapura,B0070,C0068,vijayapura,indi,anjutagi,anjutagi,indi,Vijayapura,anjutagi,anjutagi
2022-23,826,Vijayapura,B0070,C0097,vijayapura,indi,atharga,atharga,indi,Vijayapura,atharga,atharga
2022-23,5179,Vijayapura,B0070,C1434,vijayapura,indi,salotagi,salutagi,indi,Vijayapura,salotagi,salutagi
2022-23,6069,Vijayapura,B0161,C1833,vijayapura,muddebihal,balabatti,yalagur,muddebihal,Vijayapura,balabatti,yalagur
2022-23,4547,Vijayapura,B0125,C0391,vijayapura,sindagi,devar hipparagi i urdu,mulsavalagi,sindagi,Vijayapura,devar hipparagi i urdu,mulsavalagi
2022-23,3564,Vijayapura,B0125,C0929,vijayapura,sindagi,kerutagi,kerutagi,sindagi,Vijayapura,kerutagi,kerutagi
2022-23,4547,Vijayapura,B0125,C1221,vijayapura,sindagi,mulasavalagi,mulsavalagi,sindagi,Vijayapura,mulasavalagi,mulsavalagi
2022-23,5086,Vijayapura,B0125,C1392,vijayapura,sindagi,rampur pa,rampur p a,sindagi,Vijayapura,rampur pa,rampur p a
2022-23,878,Vijayapura,B0134,C0110,vijayapura,talikoti,b salawadagi,b.salawadagi,talikoti,Vijayapura,b salawadagi,b.salawadagi
2022-23,6444,Vijayapura,B0134,C0985,vijayapura,talikoti,konnur,konnur,talikoti,Vijayapura,konnur,konnur
2022-23,557,Vijayapura,B0139,C0022,vijayapura,vijayapura rural,aheri,aheri,vijayapura rural,Vijayapura,aheri,aheri
2022-23,2695,Vijayapura,B0139,C0674,vijayapura,vijayapura rural,hittinahalli,hittanahalli,vijayapura rural,Vijayapura,hittinahalli,hittanahalli
2022-23,5400,Vijayapura,B0139,C1500,vijayapura,vijayapura rural,siddapur k,siddapura,vijayapura rural,Vijayapura,siddapur k,siddapura
2022-23,5605,Kalaburagi,B0048,C1562,kalaburgi,gulbarga north,tajsultanpur,tajsulatanpur,gulbarga north,Kalaburagi,tajsultanpur,tajsulatanpur
2022-23,2492,Kalaburagi,B0048,C0102,kalaburgi,gulbarga north,aurab (b),harsur,gulbarga north,Kalaburagi,aurab (b),harsur
2022-23,3270,Kalaburagi,B0048,C0854,kalaburgi,gulbarga north,kallahangarga,kallahangaraga,gulbarga north,Kalaburagi,kallahangarga,kallahangaraga
2022-23,843,Kalaburagi,B0048,C0102,kalaburgi,gulbarga north,aurab (b),aurad (b),gulbarga north,Kalaburagi,aurab (b),aurad (b)
2022-23,3929,Kalaburagi,B0048,C0069,kalaburgi,gulbarga north,ankalaga,kurikota,gulbarga north,Kalaburagi,ankalaga,kurikota
2022-23,4897,Kalaburagi,B0048,C1329,kalaburgi,gulbarga north,okali,okali,gulbarga north,Kalaburagi,okali,okali
2022-23,615,Kalaburagi,B0048,C0619,kalaburgi,gulbarga north,harsoor,algud,gulbarga north,Kalaburagi,harsoor,algud
2022-23,1398,Kalaburagi,B0048,C0619,kalaburgi,gulbarga north,harsoor,boopaltegnoor,gulbarga north,Kalaburagi,harsoor,boopaltegnoor
2022-23,615,Kalaburagi,B0048,C0102,kalaburgi,gulbarga north,aurab (b),algud,gulbarga north,Kalaburagi,aurab (b),algud
2022-23,3878,Kalaburagi,B0048,C0854,kalaburgi,gulbarga north,kallahangarga,kumsi,gulbarga north,Kalaburagi,kallahangarga,kumsi
2022-23,3295,Kalaburagi,B0048,C0858,kalaburgi,gulbarga north,kalmood,kalmod,gulbarga north,Kalaburagi,kalmood,kalmod
2022-23,1941,Kalaburagi,B0048,C0442,kalaburgi,gulbarga north,dongargaon,dongargoan,gulbarga north,Kalaburagi,dongargaon,dongargoan
2022-23,2724,Kalaburagi,B0048,C1262,kalaburgi,gulbarga north,nagoor,holkunda,gulbarga north,Kalaburagi,nagoor,holkunda
2022-23,3613,Kalaburagi,B0048,C0442,kalaburgi,gulbarga north,dongargaon,kinnisadak,gulbarga north,Kalaburagi,dongargaon,kinnisadak
2022-23,4313,Kalaburagi,B0048,C1525,kalaburgi,gulbarga north,sonth,margutti,gulbarga north,Kalaburagi,sonth,margutti
2022-23,2492,Kalaburagi,B0048,C0619,kalaburgi,gulbarga north,harsoor,harsur,gulbarga north,Kalaburagi,harsoor,harsur
2022-23,2724,Kalaburagi,B0048,C1096,kalaburgi,gulbarga north,mahagaon,holkunda,gulbarga north,Kalaburagi,mahagaon,holkunda
2022-23,4677,Kalaburagi,B0048,C0792,kalaburgi,gulbarga north,jeevanagi,nagoor,gulbarga north,Kalaburagi,jeevanagi,nagoor
2022-23,3065,Kalaburagi,B0048,C0858,kalaburgi,gulbarga north,kalmood,jeevanagi,gulbarga north,Kalaburagi,kalmood,jeevanagi
2022-23,4125,Kalaburagi,B0048,C1096,kalaburgi,gulbarga north,mahagaon,mahagaon,gulbarga north,Kalaburagi,mahagaon,mahagaon
2022-23,3065,Kalaburagi,B0048,C0792,kalaburgi,gulbarga north,jeevanagi,jeevanagi,gulbarga north,Kalaburagi,jeevanagi,jeevanagi
2022-23,4677,Kalaburagi,B0048,C1262,kalaburgi,gulbarga north,nagoor,nagoor,gulbarga north,Kalaburagi,nagoor,nagoor
2022-23,5480,Kalaburagi,B0048,C1525,kalaburgi,gulbarga north,sonth,sonth,gulbarga north,Kalaburagi,sonth,sonth
2022-23,3295,Kalaburagi,B0048,C0792,kalaburgi,gulbarga north,jeevanagi,kalmod,gulbarga north,Kalaburagi,jeevanagi,kalmod
2022-23,882,Kalaburagi,B0048,C0069,kalaburgi,gulbarga north,ankalaga,babalad i k,gulbarga north,Kalaburagi,ankalaga,babalad i k
2022-23,3613,Kalaburagi,B0048,C1329,kalaburgi,gulbarga north,okali,kinnisadak,gulbarga north,Kalaburagi,okali,kinnisadak
2022-23,3295,Kalaburagi,B0048,C1329,kalaburgi,gulbarga north,okali,kalmod,gulbarga north,Kalaburagi,okali,kalmod
2022-23,5605,Kalaburagi,B0048,C0854,kalaburgi,gulbarga north,kallahangarga,tajsulatanpur,gulbarga north,Kalaburagi,kallahangarga,tajsulatanpur
2022-23,3878,Kalaburagi,B0048,C0102,kalaburgi,gulbarga north,aurab (b),kumsi,gulbarga north,Kalaburagi,aurab (b),kumsi
2022-23,4125,Kalaburagi,B0048,C1329,kalaburgi,gulbarga north,okali,mahagaon,gulbarga north,Kalaburagi,okali,mahagaon
2022-23,3929,Kalaburagi,B0048,C1262,kalaburgi,gulbarga north,nagoor,kurikota,gulbarga north,Kalaburagi,nagoor,kurikota
2022-23,766,Kalaburagi,B0073,C0081,kalaburgi,jewargi,aralagundagi,aralgundagi 33,jewargi,Kalaburagi,aralagundagi,aralgundagi 33
2022-23,213009041,Kalaburagi,B0073,C1704,kalaburgi,jewargi,wadgera,sumbad,jewargi,Kalaburagi,wadgera,sumbad
2022-23,705,Kalaburagi,B0073,C0061,kalaburgi,jewargi,andola,andola 10,jewargi,Kalaburagi,andola,andola 10
2022-23,721,Kalaburagi,B0073,C0070,kalaburgi,jewargi,ankalagi,ankalga 40,jewargi,Kalaburagi,ankalagi,ankalga 40
2022-23,960,Kalaburagi,B0073,C0254,kalaburgi,jewargi,bilwar,balbatti 19,jewargi,Kalaburagi,bilwar,balbatti 19
2022-23,213009048,Kalaburagi,B0073,C0040,kalaburgi,jewargi,aloor,karakihalli,jewargi,Kalaburagi,aloor,karakihalli
2022-23,5475,Kalaburagi,B0073,C0647,kalaburgi,jewargi,hippargi,sonna 17,jewargi,Kalaburagi,hippargi,sonna 17
2022-23,2609,Kalaburagi,B0073,C0647,kalaburgi,jewargi,hippargi,hipparga 24,jewargi,Kalaburagi,hippargi,hipparga 24
2022-23,213009048,Kalaburagi,B0073,C1737,kalaburgi,jewargi,yedrami,karakihalli,jewargi,Kalaburagi,yedrami,karakihalli
2022-23,6076,Kalaburagi,B0073,C0040,kalaburgi,jewargi,aloor,yalgod 20,jewargi,Kalaburagi,aloor,yalgod 20
2022-23,213009049,Kalaburagi,B0073,C0040,kalaburgi,jewargi,aloor,sathkhed,jewargi,Kalaburagi,aloor,sathkhed
2022-23,3289,Kalaburagi,B0073,C1123,kalaburgi,jewargi,mandewal,kallur 2,jewargi,Kalaburagi,mandewal,kallur 2
2022-23,2214,Kalaburagi,B0073,C1286,kalaburgi,jewargi,naribol,gudur s a 8,jewargi,Kalaburagi,naribol,gudur s a 8
2022-23,3533,Kalaburagi,B0073,C0490,kalaburgi,jewargi,ganwar,kellur 12,jewargi,Kalaburagi,ganwar,kellur 12
2022-23,4197,Kalaburagi,B0073,C1114,kalaburgi,jewargi,malli,malli 27,jewargi,Kalaburagi,malli,malli 27
2022-23,3655,Kalaburagi,B0073,C0966,kalaburgi,jewargi,kolakur,kodi 6,jewargi,Kalaburagi,kolakur,kodi 6
2022-23,2480,Kalaburagi,B0073,C0795,kalaburgi,jewargi,jewargi south,harnoor 13,jewargi,Kalaburagi,jewargi south,harnoor 13
2022-23,6089,Kalaburagi,B0073,C0742,kalaburgi,jewargi,ijeri,yalwar 15,jewargi,Kalaburagi,ijeri,yalwar 15
2022-23,630,Kalaburagi,B0073,C0040,kalaburgi,jewargi,aloor,aloor 22,jewargi,Kalaburagi,aloor,aloor 22
2022-23,213009040,Kalaburagi,B0073,C1114,kalaburgi,jewargi,malli,kachapur,jewargi,Kalaburagi,malli,kachapur
2022-23,213009042,Kalaburagi,B0073,C0070,kalaburgi,jewargi,ankalagi,hullur,jewargi,Kalaburagi,ankalagi,hullur
2022-23,4119,Kalaburagi,B0073,C1114,kalaburgi,jewargi,malli,magangera 32,jewargi,Kalaburagi,malli,magangera 32
2022-23,2066,Kalaburagi,B0073,C0490,kalaburgi,jewargi,ganwar,ganwar 14,jewargi,Kalaburagi,ganwar,ganwar 14
2022-23,213009029,Kalaburagi,B0073,C0081,kalaburgi,jewargi,aralagundagi,kakanur,jewargi,Kalaburagi,aralagundagi,kakanur
2022-23,4231,Kalaburagi,B0073,C1123,kalaburgi,jewargi,mandewal,mandewal 35,jewargi,Kalaburagi,mandewal,mandewal 35
2022-23,4752,Kalaburagi,B0073,C1286,kalaburgi,jewargi,naribol,naribol 7,jewargi,Kalaburagi,naribol,naribol 7
2022-23,1365,Kalaburagi,B0073,C0061,kalaburgi,jewargi,andola,biryal 11,jewargi,Kalaburagi,andola,biryal 11
2022-23,6015,Kalaburagi,B0073,C1704,kalaburgi,jewargi,wadgera,wadgera 29,jewargi,Kalaburagi,wadgera,wadgera 29
2022-23,213009044,Kalaburagi,B0073,C1305,kalaburgi,jewargi,nelogi,kallahangarga,jewargi,Kalaburagi,nelogi,kallahangarga
2022-23,213009049,Kalaburagi,B0073,C0742,kalaburgi,jewargi,ijeri,sathkhed,jewargi,Kalaburagi,ijeri,sathkhed
2022-23,3920,Kalaburagi,B0073,C1114,kalaburgi,jewargi,malli,kuralgera 31,jewargi,Kalaburagi,malli,kuralgera 31
2022-23,2975,Kalaburagi,B0073,C0070,kalaburgi,jewargi,ankalagi,itaga 42,jewargi,Kalaburagi,ankalagi,itaga 42
2022-23,213009049,Kalaburagi,B0073,C0254,kalaburgi,jewargi,bilwar,sathkhed,jewargi,Kalaburagi,bilwar,sathkhed
2022-23,1356,Kalaburagi,B0073,C0254,kalaburgi,jewargi,bilwar,bilwar 18,jewargi,Kalaburagi,bilwar,bilwar 18
2022-23,3704,Kalaburagi,B0073,C0966,kalaburgi,jewargi,kolakur,kolkur 5,jewargi,Kalaburagi,kolakur,kolkur 5
2022-23,4808,Kalaburagi,B0073,C1305,kalaburgi,jewargi,nelogi,nelogi 1,jewargi,Kalaburagi,nelogi,nelogi 1
2022-23,2498,Kalaburagi,B0073,C1305,kalaburgi,jewargi,nelogi,harwal 3,jewargi,Kalaburagi,nelogi,harwal 3
2022-23,213009028,Kalaburagi,B0073,C0794,kalaburgi,jewargi,jeratagi,nedalgi,jewargi,Kalaburagi,jeratagi,nedalgi
2022-23,3069,Kalaburagi,B0073,C0794,kalaburgi,jewargi,jeratagi,jeratagi 36,jewargi,Kalaburagi,jeratagi,jeratagi 36
2022-23,213009043,Kalaburagi,B0073,C1286,kalaburgi,jewargi,naribol,madari,jewargi,Kalaburagi,naribol,madari
2022-23,3185,Kalaburagi,B0073,C0830,kalaburgi,jewargi,kadkol,kadkol 34,jewargi,Kalaburagi,kadkol,kadkol 34
2022-23,213009039,Kalaburagi,B0073,C0794,kalaburgi,jewargi,jeratagi,ranjanagi,jewargi,Kalaburagi,jeratagi,ranjanagi
2022-23,2931,Kalaburagi,B0073,C0742,kalaburgi,jewargi,ijeri,ijeri 16,jewargi,Kalaburagi,ijeri,ijeri 16
2022-23,993,Kalaburagi,B0073,C0794,kalaburgi,jewargi,jeratagi,balundagi 38,jewargi,Kalaburagi,jeratagi,balundagi 38
2022-23,213009044,Kalaburagi,B0073,C0795,kalaburgi,jewargi,jewargi south,kallahangarga,jewargi,Kalaburagi,jewargi south,kallahangarga
2022-23,213009040,Kalaburagi,B0073,C1704,kalaburgi,jewargi,wadgera,kachapur,jewargi,Kalaburagi,wadgera,kachapur
2022-23,6089,Kalaburagi,B0073,C0254,kalaburgi,jewargi,bilwar,yalwar 15,jewargi,Kalaburagi,bilwar,yalwar 15
2022-23,4637,Kalaburagi,B0033,C0026,kalaburgi,chincholi,ainoli,nagaidalai,chincholi,Kalaburagi,ainoli,nagaidalai
2022-23,3382,Kalaburagi,B0033,C0878,kalaburgi,chincholi,kanakapur,kankpur,chincholi,Kalaburagi,kanakapur,kankpur
2022-23,5135,Kalaburagi,B0033,C1414,kalaburgi,chincholi,rummangud,rummangud,chincholi,Kalaburagi,rummangud,rummangud
2022-23,6373,Kalaburagi,B0033,C0025,kalaburgi,chincholi,ainapur,ainapur,chincholi,Kalaburagi,ainapur,ainapur
2022-23,2070,Kalaburagi,B0033,C0878,kalaburgi,chincholi,kanakapur,garampalli,chincholi,Kalaburagi,kanakapur,garampalli
2022-23,3667,Kalaburagi,B0033,C0954,kalaburgi,chincholi,kodli,kodli,chincholi,Kalaburagi,kodli,kodli
2022-23,1633,Kalaburagi,B0033,C0348,kalaburgi,chincholi,chimmanchod,chimmanchod,chincholi,Kalaburagi,chimmanchod,chimmanchod
2022-23,4459,Kalaburagi,B0033,C1539,kalaburgi,chincholi,sulepeth urdu,mogha,chincholi,Kalaburagi,sulepeth urdu,mogha
2022-23,5105,Kalaburagi,B0033,C1399,kalaburgi,chincholi,ratkal,ratkal,chincholi,Kalaburagi,ratkal,ratkal
2022-23,2020,Kalaburagi,B0033,C0471,kalaburgi,chincholi,gadilingadalli,gadilingadalli,chincholi,Kalaburagi,gadilingadalli,gadilingadalli
2022-23,5295,Kalaburagi,B0033,C1474,kalaburgi,chincholi,shadipur,shadipur,chincholi,Kalaburagi,shadipur,shadipur
2022-23,4968,Kalaburagi,B0033,C1540,kalaburgi,chincholi,sulepeth,pastpur,chincholi,Kalaburagi,sulepeth,pastpur
2022-23,5364,Kalaburagi,B0033,C0469,kalaburgi,chincholi,gadikeshwar,shirolli,chincholi,Kalaburagi,gadikeshwar,shirolli
2022-23,565,Kalaburagi,B0033,C0026,kalaburgi,chincholi,ainoli,ainolli,chincholi,Kalaburagi,ainoli,ainolli
2022-23,1641,Kalaburagi,B0033,C0351,kalaburgi,chincholi,chincholi,chincholi tp,chincholi,Kalaburagi,chincholi,chincholi tp
2022-23,2019,Kalaburagi,B0033,C0469,kalaburgi,chincholi,gadikeshwar,gadikeshwar,chincholi,Kalaburagi,gadikeshwar,gadikeshwar
2022-23,3382,Kalaburagi,B0033,C1540,kalaburgi,chincholi,sulepeth,kankpur,chincholi,Kalaburagi,sulepeth,kankpur
2022-23,3440,Kalaburagi,B0033,C0902,kalaburgi,chincholi,karchkhed,karchkhed,chincholi,Kalaburagi,karchkhed,karchkhed
2022-23,3733,Kalaburagi,B0033,C0980,kalaburgi,chincholi,konchawaram,konchawaram,chincholi,Kalaburagi,konchawaram,konchawaram
2022-23,2333,Kalaburagi,B0033,C1399,kalaburgi,chincholi,ratkal,halcher,chincholi,Kalaburagi,ratkal,halcher
2022-23,5165,Kalaburagi,B0033,C1433,kalaburgi,chincholi,salagar basantpur,salagar basantpur,chincholi,Kalaburagi,salagar basantpur,salagar basantpur
2022-23,5992,Kalaburagi,B0033,C0980,kalaburgi,chincholi,konchawaram,venktapur,chincholi,Kalaburagi,konchawaram,venktapur
2022-23,2703,Kalaburagi,B0033,C0954,kalaburgi,chincholi,kodli,hodebeernalli,chincholi,Kalaburagi,kodli,hodebeernalli
2022-23,5527,Kalaburagi,B0033,C1540,kalaburgi,chincholi,sulepeth,sulepeth,chincholi,Kalaburagi,sulepeth,sulepeth
2022-23,747,Kalaburagi,B0033,C0347,kalaburgi,chincholi,chimmaidalai,anwar,chincholi,Kalaburagi,chimmaidalai,anwar
2022-23,1487,Kalaburagi,B0033,C1414,kalaburgi,chincholi,rummangud,chandankera,chincholi,Kalaburagi,rummangud,chandankera
2022-23,1757,Kalaburagi,B0033,C0382,kalaburgi,chincholi,degalmadi,degalmadi,chincholi,Kalaburagi,degalmadi,degalmadi
2022-23,1542,Kalaburagi,B0033,C0312,kalaburgi,chincholi,chengata,chengata,chincholi,Kalaburagi,chengata,chengata
2022-23,2069,Kalaburagi,B0033,C0347,kalaburgi,chincholi,chimmaidalai,garagpalli,chincholi,Kalaburagi,chimmaidalai,garagpalli
2022-23,3909,Kalaburagi,B0033,C0954,kalaburgi,chincholi,kodli,kupnoor,chincholi,Kalaburagi,kodli,kupnoor
2022-23,6322,Kalaburagi,B0033,C0348,kalaburgi,chincholi,chimmanchod,hasargundagi,chincholi,Kalaburagi,chimmanchod,hasargundagi
